"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"single","fifth choice","Nursing","daytime","Frequency of higher education",133,"Portuguese",127.8,"yes","no","no","female","yes",7,6,7,6,7.6,"Graduate"
"single","second choice","Management","daytime","Secondary education",120,"Portuguese",112,"no","no","no","female","no",5,4,5,4,15.5,"Enrolled"
"single","fourth choice","Oral Hygiene","daytime","Secondary education",126,"Portuguese",119,"yes","no","no","female","yes",7,7,8,8,16.2,"Dropout"
"single","fifth choice","Nursing","daytime","Secondary education",122,"Portuguese",117.1,"yes","no","no","female","yes",7,7,8,8,12.4,"Graduate"
"single","sixth choice","Management","daytime","Secondary education",127,"Portuguese",124.6,"yes","no","no","female","yes",5,2,5,4,11.1,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",141,"Portuguese",130.2,"yes","no","no","female","no",6,6,6,6,15.5,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",132,"Portuguese",119.4,"yes","no","no","female","yes",6,6,6,6,8.9,"Graduate"
"single","seventh chioce","Social Service","daytime","Secondary education",138,"Portuguese",123,"yes","no","no","female","no",6,5,6,5,15.5,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",146,"Portuguese",126,"no","no","no","female","no",5,3,5,4,7.6,"Enrolled"
"single","second choice","Social Service","daytime","Technological specialization course",130,"Portuguese",127.4,"no","no","yes","male","no",6,5,6,5,13.9,"Dropout"
"single","second choice","Communication Design","daytime","Secondary education",124,"Portuguese",116.3,"yes","no","no","female","no",6,5,6,6,16.2,"Graduate"
"married","second choice","Veterinary Nursing","daytime","Secondary education",120,"Portuguese",130,"no","no","no","female","no",5,5,5,5,9.4,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",147,"Portuguese",142,"yes","no","no","female","no",7,6,7,6,7.6,"Graduate"
"single","second choice","Management","daytime","Secondary education",128,"Portuguese",121.7,"yes","no","no","female","no",5,5,5,5,12.4,"Graduate"
"single","second choice","Equinculture","daytime","Secondary education",151,"Portuguese",151,"yes","no","no","female","no",6,6,6,6,16.2,"Graduate"
"single","seventh chioce","Nursing","daytime","Secondary education",122,"Portuguese",119.6,"yes","no","no","female","no",7,6,8,8,13.9,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",128,"Portuguese",157.4,"yes","no","no","female","no",6,6,6,6,8.9,"Graduate"
"single","fifth choice","Nursing","daytime","Secondary education",136,"Portuguese",123,"yes","no","no","female","no",8,7,8,7,10.8,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",129,"Portuguese",126.2,"no","no","yes","female","yes",6,6,6,6,8.9,"Dropout"
"single","third choice","Basic Education","daytime","Secondary education",123,"Portuguese",123.7,"yes","no","yes","female","no",6,5,6,4,10.8,"Dropout"
"married","second choice","Biofuel Production Technologies","daytime","Secondary education",120,"Portuguese",153.8,"no","no","yes","male","no",7,0,7,0,11.1,"Dropout"
"single","fifth choice","Nursing","daytime","Secondary education",133,"Portuguese",120.1,"yes","no","no","female","yes",7,6,8,8,13.9,"Graduate"
"single","second choice","Equinculture","daytime","11th year of schooling - not completed",133.1,"Portuguese",128.2,"no","no","no","male","yes",5,0,5,0,9.4,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",150,"Portuguese",150,"no","no","no","male","no",6,0,6,0,15.5,"Dropout"
"single","fourth choice","Veterinary Nursing","daytime","Secondary education",120,"Portuguese",111.3,"no","no","no","female","no",6,0,6,0,11.1,"Dropout"
"single","third choice","Nursing","daytime","Secondary education",130,"Portuguese",125.1,"yes","no","no","female","no",7,7,8,8,15.5,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",141,"Portuguese",126.3,"yes","no","no","female","no",7,7,8,8,15.5,"Graduate"
"single","sixth choice","Management","daytime","Secondary education",131,"Portuguese",128.9,"no","no","no","female","yes",5,5,5,5,16.2,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",140,"Portuguese",138.8,"yes","no","no","female","no",7,6,7,6,7.6,"Graduate"
"married","second choice","Agronomy","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",140,"no","no","yes","female","no",6,5,6,6,11.1,"Graduate"
"married","second choice","Social Service (evening attendance)","evening","Secondary education",133.1,"Portuguese",113.5,"no","no","no","female","yes",9,8,7,7,12.7,"Graduate"
"single","seventh chioce","Advertising and Marketing Management","daytime","Secondary education",117,"Portuguese",114.6,"no","no","no","male","no",6,4,6,3,10.8,"Dropout"
"single","fifth choice","Management","daytime","Secondary education",135,"Portuguese",128.7,"yes","no","no","male","no",5,2,5,0,7.6,"Dropout"
"married","second choice","Management (evening attendance)","evening","Secondary education",140,"Portuguese",130,"yes","no","no","male","no",10,9,10,8,9.4,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",120,"Portuguese",108.5,"no","no","no","male","no",7,0,7,0,13.9,"Dropout"
"single","second choice","Agronomy","daytime","Secondary education",133.1,"Portuguese",120,"no","no","no","male","no",6,6,6,5,13.9,"Graduate"
"single","fifth choice","Management","daytime","Secondary education",123,"Portuguese",117.4,"yes","no","no","female","yes",5,5,5,5,8.9,"Graduate"
"married","second choice","Management","daytime","Secondary education",137,"Portuguese",124.4,"no","no","no","female","no",5,4,5,3,10.8,"Enrolled"
"single","second choice","Social Service","daytime","Secondary education",109,"Portuguese",108.3,"no","no","no","female","yes",6,2,6,5,10.8,"Enrolled"
"single","second choice","Journalism and Communication","daytime","Secondary education",150,"Portuguese",143,"no","no","no","female","no",6,5,6,6,12.7,"Graduate"
"single","fourth choice","Nursing","daytime","Secondary education",139,"Portuguese",130.3,"yes","no","no","female","yes",8,8,8,8,9.4,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",135,"Portuguese",140.3,"yes","no","no","female","no",6,6,6,4,12.4,"Enrolled"
"single","seventh chioce","Nursing","daytime","Secondary education",136,"Portuguese",125.7,"yes","no","no","female","no",7,6,8,6,11.1,"Enrolled"
"single","second choice","Journalism and Communication","daytime","Secondary education",143,"Portuguese",144.8,"no","no","no","female","no",6,6,6,6,16.2,"Enrolled"
"single","third choice","Communication Design","daytime","Secondary education",135,"Portuguese",129.8,"yes","no","no","female","no",6,6,6,6,9.4,"Graduate"
"single","third choice","Journalism and Communication","daytime","Secondary education",148,"Portuguese",141.7,"no","no","no","female","no",6,6,6,6,10.8,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",125,"Portuguese",119.8,"no","no","no","female","no",6,5,6,6,16.2,"Graduate"
"single","second choice","Equinculture","daytime","Secondary education",150,"Portuguese",110,"no","no","yes","male","no",5,2,5,3,9.4,"Dropout"
"single","second choice","Informatics Engineering","daytime","Higher education - degree",130,"Portuguese",130,"no","no","no","male","no",5,0,5,0,12.7,"Dropout"
"single","second choice","Management","daytime","Secondary education",130,"Portuguese",119.5,"yes","no","no","male","yes",5,4,5,4,12.4,"Enrolled"
"single","second choice","Management (evening attendance)","evening","Higher education - master's",160,"Portuguese",125,"no","no","no","male","no",5,5,5,5,13.9,"Graduate"
"married","second choice","Management (evening attendance)","evening","Secondary education",150,"Portuguese",146,"no","no","no","male","no",5,5,5,5,12.7,"Enrolled"
"single","fourth choice","Advertising and Marketing Management","daytime","Secondary education",106,"Portuguese",105.7,"yes","no","no","male","no",6,6,6,5,8.9,"Graduate"
"single","second choice","Management (evening attendance)","evening","Secondary education",110,"Portuguese",139,"no","no","no","male","no",5,0,5,0,12.7,"Dropout"
"single","sixth choice","Tourism","daytime","Secondary education",118,"Portuguese",120.5,"yes","no","no","male","no",6,4,6,4,7.6,"Dropout"
"single","second choice","Communication Design","daytime","Secondary education",139,"Portuguese",134.9,"yes","no","no","male","no",6,6,6,6,16.2,"Graduate"
"single","second choice","Equinculture","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",96,"no","no","no","male","no",5,0,5,0,7.6,"Dropout"
"single","second choice","Informatics Engineering","daytime","Secondary education",148,"Portuguese",148.7,"no","no","no","male","no",5,5,5,5,8.9,"Graduate"
"single","fourth choice","Management","daytime","Secondary education",112,"Portuguese",106.4,"yes","no","no","male","no",5,5,5,4,12.4,"Graduate"
"single","second choice","Agronomy","daytime","Technological specialization course",150,"Portuguese",150,"yes","no","no","male","no",6,5,6,5,13.9,"Graduate"
"single","second choice","Equinculture","daytime","Secondary education",130,"Portuguese",117.6,"no","no","no","male","no",5,2,5,5,9.4,"Enrolled"
"single","third choice","Journalism and Communication","daytime","Secondary education",132,"Portuguese",141.8,"yes","no","no","male","no",6,6,6,6,12.7,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Technological specialization course",140,"Portuguese",140,"yes","no","no","male","no",6,4,6,2,12.4,"Dropout"
"single","third choice","Social Service","daytime","Secondary education",140,"Portuguese",140.7,"yes","no","no","female","yes",6,6,6,6,10.8,"Graduate"
"single","third choice","Veterinary Nursing","daytime","Secondary education",157,"Portuguese",142.3,"no","no","no","female","no",5,4,5,4,7.6,"Graduate"
"single","second choice","Journalism and Communication","daytime","Secondary education",125,"Portuguese",125.7,"yes","no","no","female","no",6,6,6,6,8.9,"Graduate"
"single","fourth choice","Journalism and Communication","daytime","Secondary education",150,"Portuguese",146.5,"yes","no","no","female","yes",6,6,6,6,11.1,"Graduate"
"single","second choice","Oral Hygiene","daytime","Secondary education",133,"Portuguese",124.4,"yes","no","no","female","yes",7,7,8,8,15.5,"Graduate"
"single","second choice","Management","daytime","Secondary education",130,"Portuguese",109.8,"yes","no","no","male","no",3,0,2,0,7.6,"Dropout"
"single","second choice","Agronomy","daytime","Secondary education",120,"Portuguese",134.4,"no","no","no","male","no",6,6,6,6,15.5,"Dropout"
"single","second choice","Equinculture","daytime","Secondary education",130,"Portuguese",130,"yes","no","no","male","no",5,1,5,3,9.4,"Enrolled"
"single","sixth choice","Informatics Engineering","daytime","Secondary education",130,"Portuguese",118.1,"yes","no","yes","male","no",5,1,5,1,8.9,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",140,"Portuguese",105.2,"no","no","no","male","no",6,1,6,0,16.2,"Dropout"
"single","sixth choice","Informatics Engineering","daytime","Secondary education",131,"Portuguese",123.3,"yes","no","no","male","yes",5,5,5,2,8.9,"Dropout"
"single","second choice","Management (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",149.4,"no","no","no","male","no",5,2,5,1,11.1,"Dropout"
"single","second choice","Management","daytime","Secondary education",120,"Portuguese",111.6,"no","no","yes","male","yes",5,5,5,3,10.8,"Enrolled"
"single","second choice","Management","daytime","Secondary education",125,"Portuguese",134.1,"yes","no","no","male","no",5,0,5,0,8.9,"Dropout"
"facto union","second choice","Communication Design","daytime","Higher education - degree",140,"Portuguese",140,"no","no","no","male","no",6,1,6,0,15.5,"Dropout"
"single","second choice","Agronomy","daytime","Other - 11th year of schooling",133.1,"Portuguese",130,"no","no","no","male","no",6,0,6,0,15.5,"Dropout"
"single","second choice","Informatics Engineering","daytime","Secondary education",130,"Portuguese",134,"no","no","no","male","yes",5,5,5,4,12.7,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Higher education - degree (1st cycle)",120,"Portuguese",125,"no","no","no","female","no",6,6,6,4,11.1,"Enrolled"
"single","fourth choice","Nursing","daytime","Secondary education",148,"Portuguese",135.1,"yes","no","yes","female","no",7,0,8,0,13.9,"Dropout"
"single","second choice","Social Service (evening attendance)","evening","Secondary education",130,"Portuguese",120,"no","no","no","female","no",6,5,6,5,9.4,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",137,"Portuguese",124.6,"no","no","no","female","no",7,7,8,8,15.5,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",125,"Portuguese",114.9,"no","no","no","female","yes",6,6,6,5,11.1,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",141,"Portuguese",125.6,"yes","no","no","female","yes",7,6,8,6,11.1,"Graduate"
"single","second choice","Agronomy","daytime","Technological specialization course",140,"Portuguese",140,"yes","no","no","female","no",6,5,6,5,12.4,"Graduate"
"single","fifth choice","Social Service","daytime","Secondary education",127,"Portuguese",120.4,"yes","no","no","female","yes",6,6,6,6,11.1,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","11th year of schooling - not completed",100,"Portuguese",113,"yes","no","no","female","no",9,9,7,7,7.6,"Graduate"
"single","second choice","Management","daytime","Secondary education",135,"Portuguese",130.1,"yes","no","no","female","no",5,4,5,2,9.4,"Dropout"
"married","second choice","Social Service (evening attendance)","evening","Secondary education",120,"Portuguese",104,"no","no","no","female","no",6,4,6,5,7.6,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",110,"Portuguese",112.5,"yes","no","no","female","no",10,9,7,7,7.6,"Graduate"
"single","second choice","Agronomy","daytime","Technological specialization course",140,"Portuguese",140,"yes","no","no","male","yes",6,5,6,5,12.4,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",148,"Portuguese",131.6,"no","no","no","male","yes",6,6,6,4,11.1,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",116,"Portuguese",110.8,"yes","no","no","male","no",6,0,6,0,16.2,"Dropout"
"single","second choice","Journalism and Communication","daytime","Secondary education",121,"Portuguese",123.8,"no","no","no","male","no",4,0,5,3,10.8,"Dropout"
"single","second choice","Management (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",142.7,"no","no","yes","male","yes",5,5,5,5,16.2,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",110,"Portuguese",105,"no","no","yes","male","no",6,3,6,2,13.9,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",133.1,"Portuguese",150,"no","no","no","male","no",6,6,6,5,11.1,"Graduate"
"single","third choice","Nursing","daytime","Frequency of higher education",119.1,"Portuguese",119.1,"no","no","no","male","no",7,6,7,6,7.6,"Graduate"
"single","second choice","Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",110,"yes","no","no","male","no",7,0,7,0,7.6,"Dropout"
"single","seventh chioce","Nursing","daytime","Secondary education",120,"Brazilian",114.8,"yes","no","no","female","no",7,4,7,5,11.1,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",134,"Portuguese",133.5,"yes","no","no","male","yes",7,7,8,8,15.5,"Graduate"
"single","seventh chioce","Nursing","daytime","Secondary education",142,"Portuguese",128,"yes","no","no","female","no",7,0,8,0,11.1,"Dropout"
"married","second choice","Social Service","daytime","Secondary education",126.6,"Portuguese",107.5,"no","no","yes","female","yes",6,6,6,6,11.1,"Graduate"
"single","fifth choice","Tourism","daytime","Secondary education",105,"Portuguese",106.1,"yes","no","no","female","no",6,5,6,5,13.9,"Graduate"
"single","second choice","Basic Education","daytime","Secondary education",135,"Portuguese",137.1,"yes","no","no","female","no",6,6,6,6,7.6,"Graduate"
"single","fifth choice","Nursing","daytime","Secondary education",132,"Portuguese",125.5,"no","no","no","female","yes",7,6,8,8,15.5,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",138,"Portuguese",128,"yes","no","no","female","no",7,7,8,8,11.1,"Graduate"
"single","sixth choice","Nursing","daytime","Secondary education",118,"Portuguese",113.5,"yes","no","no","female","no",7,7,8,8,12.4,"Graduate"
"married","second choice","Management","daytime","Secondary education",120,"Portuguese",124.6,"no","no","no","female","no",5,3,5,4,10.8,"Enrolled"
"single","second choice","Agronomy","daytime","Technological specialization course",140,"Portuguese",140,"no","no","no","female","no",6,3,6,4,15.5,"Dropout"
"single","third choice","Nursing","daytime","Secondary education",141,"Portuguese",127.3,"yes","no","no","female","yes",7,6,7,6,7.6,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",131,"Portuguese",125.4,"yes","no","no","female","no",7,5,8,7,15.5,"Graduate"
"single","second choice","Agronomy","daytime","Secondary education",135,"Portuguese",138.1,"no","no","yes","female","no",6,0,6,0,8.9,"Dropout"
"single","second choice","Communication Design","daytime","Secondary education",119,"Portuguese",124.6,"yes","no","no","female","no",6,6,6,6,7.6,"Graduate"
"single","second choice","Basic Education","daytime","Secondary education",128,"Portuguese",120,"yes","no","no","female","no",6,3,6,2,12.7,"Dropout"
"divorced","third choice","Oral Hygiene","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",123,"no","no","no","female","yes",7,7,8,8,10.8,"Graduate"
"divorced","second choice","Nursing","daytime","Higher education - degree (1st cycle)",130,"Portuguese",130,"no","no","no","female","no",7,5,7,3,12.4,"Dropout"
"married","third choice","Tourism","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",123.5,"no","no","no","male","no",6,6,6,6,12.4,"Graduate"
"single","second choice","Agronomy","daytime","Technological specialization course",160,"Portuguese",160,"no","no","no","male","yes",6,6,6,6,16.2,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",140,"Portuguese",136.5,"yes","no","no","female","yes",7,7,8,8,12.4,"Graduate"
"single","second choice","Nursing","daytime","Higher education - degree",120,"Portuguese",120,"yes","no","no","female","no",8,6,8,6,12.7,"Dropout"
"divorced","second choice","Management (evening attendance)","evening","Secondary education",140,"Portuguese",139,"no","no","no","female","yes",5,5,5,5,9.4,"Enrolled"
"married","second choice","Social Service (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",130,"no","no","no","male","no",6,0,6,0,9.4,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",140,"Portuguese",129.9,"no","no","no","female","no",7,0,8,0,16.2,"Dropout"
"single","second choice","Oral Hygiene","daytime","Professional higher technical course",140,"Portuguese",140,"no","no","no","female","yes",7,6,8,7,8.9,"Graduate"
"single","third choice","Veterinary Nursing","daytime","Secondary education",122,"Portuguese",126.2,"no","no","no","female","no",6,6,6,3,12.4,"Graduate"
"single","second choice","Equinculture","daytime","Secondary education",157,"Portuguese",149.7,"yes","no","no","female","no",6,6,6,6,8.9,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",136,"Portuguese",130.8,"no","no","no","female","no",7,7,8,8,16.2,"Graduate"
"married","second choice","Social Service (evening attendance)","evening","Secondary education",150,"Portuguese",112.5,"no","no","no","female","no",6,5,6,6,7.6,"Graduate"
"single","second choice","Oral Hygiene","daytime","Secondary education",149,"Portuguese",140.2,"yes","yes","no","female","no",7,7,8,8,12.7,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",133.1,"Portuguese",99,"yes","no","no","female","yes",6,6,6,6,8.9,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",153,"Portuguese",138.5,"yes","no","no","female","yes",8,7,8,7,10.8,"Graduate"
"divorced","second choice","Nursing","daytime","Secondary education",140,"Portuguese",101.5,"yes","no","no","female","no",8,7,8,7,10.8,"Graduate"
"single","second choice","Basic Education","daytime","Secondary education",160,"Portuguese",144.3,"yes","no","no","female","no",6,4,6,5,9.4,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Higher education - degree (1st cycle)",130,"Portuguese",130,"yes","no","no","female","no",6,6,6,6,11.1,"Graduate"
"single","fourth choice","Nursing","daytime","Secondary education",153,"Spanish",131.8,"yes","no","no","female","no",7,6,7,6,7.6,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",147,"Portuguese",133.7,"yes","no","no","female","yes",5,2,5,5,10.8,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",121,"Portuguese",115.4,"yes","no","no","female","yes",8,7,8,7,12.7,"Enrolled"
"single","second choice","Social Service (evening attendance)","evening","Secondary education",133,"Portuguese",135.5,"no","no","no","female","no",6,6,6,6,10.8,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",142,"Portuguese",127.3,"no","no","no","female","yes",6,4,6,6,9.4,"Graduate"
"married","second choice","Tourism","daytime","Secondary education",130,"Portuguese",125,"no","no","no","female","no",6,6,6,5,8.9,"Graduate"
"single","fourth choice","Veterinary Nursing","daytime","Secondary education",140,"Portuguese",135.8,"yes","no","no","female","no",5,5,5,4,7.6,"Graduate"
"single","third choice","Tourism","daytime","Secondary education",118,"Cape Verdean",110.3,"yes","no","no","female","no",6,5,6,5,11.1,"Enrolled"
"single","sixth choice","Basic Education","daytime","Secondary education",110,"Portuguese",110,"yes","no","no","female","no",6,4,6,3,10.8,"Enrolled"
"single","third choice","Management","daytime","Secondary education",131,"Portuguese",123.7,"yes","no","no","female","no",5,1,5,1,7.6,"Enrolled"
"single","fifth choice","Nursing","daytime","Secondary education",148,"Portuguese",131.9,"yes","no","no","female","yes",7,7,8,8,15.5,"Graduate"
"married","second choice","Social Service (evening attendance)","evening","Secondary education",150,"Portuguese",134.5,"no","no","no","female","no",6,5,6,6,16.2,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",139,"Portuguese",125.5,"no","no","no","female","yes",8,7,8,7,12.7,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",144,"Portuguese",142.6,"yes","no","no","female","yes",6,6,6,4,15.5,"Graduate"
"single","second choice","Management","daytime","Secondary education",150,"Ukrainian",134.6,"no","no","no","male","no",5,5,5,5,9.4,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",133.1,"Portuguese",130,"no","no","no","female","yes",6,5,6,5,10.8,"Graduate"
"single","third choice","Social Service (evening attendance)","evening","Secondary education",133,"Portuguese",119.7,"yes","no","no","female","yes",6,4,6,6,9.4,"Dropout"
"single","third choice","Management","daytime","Secondary education",113,"Portuguese",107.4,"yes","no","no","male","no",5,3,5,4,12.4,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",125,"Portuguese",120,"no","no","no","female","no",6,6,6,5,11.1,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",111,"Portuguese",111.4,"yes","no","no","female","no",6,4,6,2,12.7,"Dropout"
"married","second choice","Nursing","daytime","Higher education - degree",130,"Portuguese",140,"no","no","yes","female","no",7,3,7,3,13.9,"Dropout"
"single","second choice","Management","daytime","Secondary education",112,"Portuguese",106.1,"no","no","no","female","no",5,2,5,0,9.4,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",121,"Portuguese",116.5,"yes","no","no","female","no",5,3,5,4,7.6,"Dropout"
"single","third choice","Communication Design","daytime","Secondary education",142,"Portuguese",141,"yes","no","no","male","no",6,6,6,1,10.8,"Enrolled"
"single","second choice","Communication Design","daytime","Secondary education",132,"Portuguese",138,"no","no","no","male","yes",6,6,6,6,12.4,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",131,"Portuguese",134.5,"yes","no","no","male","no",6,6,6,5,7.6,"Enrolled"
"single","second choice","Informatics Engineering","daytime","Secondary education",141,"Portuguese",133,"yes","no","no","male","no",5,4,5,3,7.6,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",133.1,"Portuguese",105,"yes","no","no","male","no",6,3,6,0,12.4,"Enrolled"
"single","third choice","Oral Hygiene","daytime","Secondary education",130,"Portuguese",110,"no","no","no","male","yes",7,6,7,7,12.7,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",134,"Portuguese",136.8,"yes","no","no","male","no",5,5,5,4,10.8,"Graduate"
"married","second choice","Nursing","daytime","Higher education - degree",130,"Portuguese",126,"no","no","no","male","no",7,7,8,8,13.9,"Graduate"
"single","second choice","Journalism and Communication","daytime","Secondary education",130,"Portuguese",133.9,"no","no","no","male","yes",6,5,6,6,10.8,"Graduate"
"single","seventh chioce","Informatics Engineering","daytime","Secondary education",135,"Portuguese",123.5,"yes","no","no","male","no",5,0,5,1,7.6,"Enrolled"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",118,"Portuguese",118.7,"no","no","no","male","yes",6,6,6,6,12.4,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",131,"Portuguese",135.9,"yes","no","no","female","no",6,5,6,6,9.4,"Graduate"
"single","second choice","Management","daytime","Secondary education",123,"Portuguese",118.8,"yes","no","no","female","no",5,3,5,2,7.6,"Enrolled"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",131,"Portuguese",127.2,"no","no","no","female","yes",5,3,5,4,9.4,"Enrolled"
"single","second choice","Journalism and Communication","daytime","Secondary education",140,"Portuguese",141.1,"yes","no","no","female","no",6,6,6,6,9.4,"Graduate"
"single","second choice","Management (evening attendance)","evening","Secondary education",161,"Portuguese",100,"yes","no","no","female","no",5,0,5,0,7.6,"Dropout"
"married","second choice","Social Service","daytime","Secondary education",145,"Portuguese",139.4,"no","no","no","female","no",6,2,6,4,9.4,"Dropout"
"married","second choice","Management (evening attendance)","evening","Secondary education",150,"Portuguese",131.8,"no","no","no","female","no",5,4,5,5,10.8,"Dropout"
"single","second choice","Veterinary Nursing","daytime","Secondary education",150,"Portuguese",132,"yes","no","no","female","no",5,5,5,5,10.8,"Graduate"
"single","second choice","Management","daytime","Secondary education",151,"Portuguese",138.4,"no","no","no","female","no",5,4,5,5,10.8,"Enrolled"
"single","third choice","Journalism and Communication","daytime","Secondary education",131,"Portuguese",121.9,"yes","no","no","female","yes",6,6,6,6,11.1,"Graduate"
"single","fifth choice","Basic Education","daytime","Secondary education",116,"Portuguese",110.4,"yes","no","no","female","no",6,5,6,3,9.4,"Enrolled"
"married","second choice","Management (evening attendance)","evening","Secondary education",140,"Portuguese",122.7,"no","no","no","male","no",5,5,5,5,13.9,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",125,"Portuguese",133.4,"yes","no","no","male","yes",6,4,6,5,13.9,"Enrolled"
"divorced","second choice","Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",117.8,"no","no","yes","female","no",7,3,7,3,11.1,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",154,"Portuguese",149.5,"yes","no","no","female","yes",7,7,8,1,13.9,"Dropout"
"single","second choice","Journalism and Communication","daytime","Secondary education",152,"Cape Verdean",152,"yes","no","no","female","no",6,6,6,6,12.7,"Graduate"
