"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"single","second choice","Management","daytime","Secondary education",122,"Portuguese",120.6,"yes","no","no","female","yes",5,5,NA,5,9.4,"Graduate"
NA,"fourth choice","Social Service","daytime","Secondary education",118,NA,112.4,"yes","no","no","female","no",6,NA,6,0,16.2,"Dropout"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",174,"Portuguese",157.9,"no","no","no","female","no",0,NA,0,0,13.9,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",142,"Portuguese",125.9,"no","no","no","female","yes",6,0,NA,1,10.8,"Dropout"
NA,"third choice","Nursing","daytime","Secondary education",NA,"Portuguese",118.4,"yes","no","no","female","yes",7,6,8,8,16.2,"Dropout"
"single","fourth choice","Nursing","daytime","Secondary education",139,"Portuguese",130.8,"yes","no","no","female","no",8,6,8,6,NA,"Dropout"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",170,"Portuguese",NA,"yes","no","no","female","yes",0,NA,NA,NA,NA,"Dropout"
"single","second choice","Communication Design","daytime","Secondary education",NA,"Portuguese",156.8,"yes","no","no","female","no",6,6,6,6,10.8,"Graduate"
NA,"second choice","Veterinary Nursing","daytime","Secondary education",125,"Portuguese",126.8,NA,"no","no","female","no",6,6,6,4,11.1,"Enrolled"
"single","second choice","Social Service",NA,"Secondary education",142,"Portuguese",128,"no","no","no","female","yes",6,6,NA,6,16.2,"Graduate"
NA,"third choice","Management","daytime","Secondary education",119,"Portuguese",113.8,NA,"no","no","female","no",5,NA,5,5,7.6,"Graduate"
"single","sixth choice","Nursing",NA,"Secondary education",128,"Portuguese",120.8,"yes","no",NA,"female","yes",7,7,8,8,16.2,"Graduate"
"single","fourth choice","Nursing","daytime","Secondary education",150,"Portuguese",130.8,"yes","no","no","female","no",8,NA,8,7,12.7,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",133.1,"Portuguese",101,"no","no","yes","female","no",6,0,6,0,15.5,"Dropout"
"single","sixth choice","Communication Design","daytime","Secondary education",131,"Portuguese",NA,"yes","no","no","female","no",6,NA,6,6,7.6,"Graduate"
NA,"sixth choice","Journalism and Communication","daytime","Secondary education",118,"Portuguese",113.8,"yes","no","no","female","no",6,6,6,6,8.9,"Graduate"
"single","third choice","Oral Hygiene","daytime","Secondary education",122,"Portuguese",118.3,"yes","no","no","female","yes",7,7,8,8,15.5,"Graduate"
"single","second choice","Management","daytime","Secondary education",NA,"Portuguese",127.9,"no","no","yes","female","yes",5,2,5,2,9.4,"Dropout"
"single","sixth choice","Nursing","daytime","Secondary education",137,"Portuguese",131.1,"yes","no","no","female",NA,7,7,8,7,13.9,"Enrolled"
"single","fifth choice","Veterinary Nursing","daytime","Secondary education",128,"Portuguese",117.9,"yes","no",NA,"female","no",5,2,5,5,10.8,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",123,"Portuguese",NA,"yes","no","no","female","no",6,6,6,NA,NA,"Graduate"
"single","third choice","Animation and Multimedia Design","daytime","Secondary education",133.1,"Portuguese",141,"yes","no",NA,"female","no",0,0,0,0,12.7,"Graduate"
"married","second choice","Social Service (evening attendance)","evening",NA,NA,"Portuguese",NA,NA,"no","no","female","no",6,6,6,6,NA,"Graduate"
"single",NA,"Equinculture",NA,"Secondary education",143,"Portuguese",131.8,"yes","no","yes","female","no",NA,5,6,5,8.9,"Enrolled"
"single","second choice",NA,"daytime","Secondary education",150,"Portuguese",NA,"no","no","no","female","yes",6,5,6,6,15.5,"Graduate"
NA,"seventh chioce","Tourism","daytime","Secondary education",129,NA,117.8,"yes","no","no","female","no",6,6,6,4,8.9,"Graduate"
"single","second choice",NA,"daytime",NA,140,"Portuguese",140,"yes","no",NA,"female","no",5,NA,NA,5,10.8,"Graduate"
"single","second choice","Social Service","daytime",NA,133.1,"Portuguese",108,"no","no",NA,"female","yes",6,6,6,6,16.2,"Graduate"
"single","second choice","Basic Education","daytime","Secondary education",132,"Portuguese",122.9,"yes","no","no","female","no",7,7,7,7,11.1,"Graduate"
"single","second choice","Veterinary Nursing",NA,"Technological specialization course",130,"Portuguese",130,"yes","no","no","female","no",6,3,6,NA,12.4,"Enrolled"
"single","fifth choice",NA,"daytime","Secondary education",137,"Portuguese",126,NA,"no","no","female",NA,7,7,8,8,15.5,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",133.1,"Portuguese",134,"no","no","no","female","no",13,11,11,9,7.6,"Graduate"
"single",NA,"Communication Design","daytime","Secondary education",143,"Portuguese",134.3,"yes","yes","no","female","no",6,6,6,6,8.9,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",148,"Portuguese",138.7,"no","no","no","female","yes",7,7,8,NA,15.5,"Graduate"
"single","third choice","Animation and Multimedia Design","daytime","Secondary education",137,"Portuguese",143.3,"yes","no","no","female","no",0,0,NA,0,9.4,"Enrolled"
"single",NA,"Veterinary Nursing","daytime","Technological specialization course",160,"Portuguese",160,"yes","no","no","female","no",NA,6,6,6,16.2,"Graduate"
"single","third choice","Basic Education","daytime","Secondary education",112,NA,111,"no","no","no","female","no",6,NA,6,5,9.4,"Graduate"
"single","fifth choice","Tourism","daytime","Secondary education",133,"Portuguese",128.5,"yes","no","no","female","yes",NA,2,6,3,7.6,"Dropout"
"single","fifth choice","Nursing","daytime","Secondary education",142,"Portuguese",133,"no","no","no","female","yes",8,7,8,7,10.8,"Graduate"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",123,"Portuguese",114.6,"yes","no",NA,"female","no",5,3,5,4,7.6,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",103,"Portuguese",104.1,"no","no","no","female","no",6,0,5,0,8.9,"Dropout"
"single","fifth choice","Nursing",NA,"Secondary education",140,"Portuguese",127.6,"yes","no","no","female","no",7,6,8,7,12.4,"Graduate"
"single","third choice","Journalism and Communication","daytime","Secondary education",159,"Portuguese",151,"yes","no","no","female","no",6,6,6,6,12.7,"Graduate"
"single","second choice","Social Service","daytime","Technological specialization course",140,"Portuguese",135.7,"yes","no","no","female","no",6,6,6,6,12.4,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",148,"Portuguese",137.8,"yes",NA,NA,"female","yes",NA,7,8,7,10.8,"Graduate"
NA,"seventh chioce",NA,"daytime","Secondary education",112,NA,117.3,"yes","no","no",NA,"no",5,4,NA,5,11.1,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",131,"Portuguese",121.2,"yes","no",NA,"female","no",7,7,8,8,16.2,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",145,"Portuguese",129.3,"yes",NA,"no","female","no",6,6,6,6,16.2,"Graduate"
"single","sixth choice","Nursing",NA,"Secondary education",NA,"Portuguese",NA,"yes","no","no","female",NA,8,7,NA,7,12.7,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Technological specialization course",140,"Portuguese",140,NA,NA,"no","female","no",6,6,6,6,13.9,"Graduate"
NA,"second choice","Communication Design","daytime","Higher education - master (2nd cycle)",140,"Portuguese",140,"no",NA,"no","female","no",6,6,6,3,11.1,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",150,"Portuguese",144.6,NA,"no","yes","female","no",5,1,5,0,7.6,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",120,NA,118.3,"no","no","no","female","yes",11,11,11,11,NA,"Graduate"
NA,"second choice",NA,"daytime","Secondary education",156,NA,153.6,"yes","no","no","female","no",0,0,0,0,9.4,"Graduate"
"single","fifth choice",NA,"daytime","Secondary education",NA,"Portuguese",158.3,"yes","no","no","female","no",6,6,6,6,15.5,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","Frequency of higher education",NA,"Portuguese",100,"no","no","yes","female","no",6,4,6,2,7.6,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",147,"Portuguese",134.9,"no","yes","no","female","no",7,7,8,NA,16.2,"Graduate"
"single","fourth choice","Journalism and Communication","daytime",NA,NA,"Portuguese",142,"yes","no","no","female","no",6,6,NA,6,9.4,"Graduate"
"single","second choice","Animation and Multimedia Design","daytime",NA,136,"Portuguese",127.3,"yes","no","no","female","no",NA,0,0,0,15.5,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",NA,"Portuguese",116.5,NA,"no","no","female","yes",6,5,6,NA,12.4,"Graduate"
"single","second choice","Nursing","daytime",NA,140,NA,138.6,"no","no","no","female","yes",7,6,8,8,16.2,"Graduate"
"single","second choice","Basic Education","daytime","Secondary education",141,NA,133,"no","no","no","female","no",14,12,12,10,10.8,"Dropout"
"single","third choice","Social Service","daytime","Secondary education",133,"Portuguese",136.2,"yes","no","no","female","no",6,1,6,2,7.6,"Enrolled"
"single","second choice","Tourism",NA,"Secondary education",125,NA,118,NA,"no","no","female",NA,6,4,6,3,9.4,"Graduate"
"single","second choice","Communication Design",NA,"Secondary education",124,"Portuguese",126.8,"no","no","no","female","yes",6,NA,6,5,13.9,"Enrolled"
"single","seventh chioce","Nursing","daytime","Secondary education",140,NA,128.5,"yes","no","no",NA,"yes",8,8,8,8,9.4,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",NA,"Portuguese",129.9,"no","no","no","female",NA,6,6,6,3,9.4,"Graduate"
"single",NA,"Journalism and Communication",NA,"Secondary education",137,"Portuguese",125.8,"no","no","yes","male","no",6,NA,6,6,12.7,"Dropout"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",144,"Portuguese",129.3,"yes","no","no","male","yes",0,0,0,0,7.6,"Enrolled"
"single","seventh chioce","Nursing","daytime","Secondary education",138,"Portuguese",124.7,"yes","no","no","male","no",7,0,8,0,16.2,"Dropout"
"single","second choice","Agronomy","daytime","Secondary education",130,"Portuguese",154.9,"no","no",NA,"male",NA,6,5,6,NA,8.9,"Dropout"
"single","second choice","Informatics Engineering",NA,"Secondary education",NA,"Portuguese",127.3,"no","no","no",NA,"no",5,3,5,3,16.2,"Enrolled"
NA,"second choice","Animation and Multimedia Design","daytime","Secondary education",136,"Portuguese",129,"yes","no","no","male","yes",0,0,0,0,13.9,"Graduate"
"single","third choice","Journalism and Communication","daytime",NA,NA,"Portuguese",98,"yes","no","no","male","yes",6,4,6,6,15.5,"Enrolled"
"single","third choice","Management","daytime","Secondary education",NA,"Portuguese",122,"yes","no","no","male","no",5,2,5,4,10.8,"Enrolled"
"single","second choice","Communication Design",NA,"Secondary education",117,"Portuguese",112.5,"yes",NA,"no","male","no",6,3,6,4,13.9,"Enrolled"
"single",NA,"Management",NA,"Secondary education",136,"Portuguese",127.3,"yes","no","no","male","no",5,3,5,2,12.7,"Dropout"
"single","third choice","Oral Hygiene","daytime","Secondary education",133.1,"Portuguese",100.5,"no","no",NA,"male","no",7,0,7,0,11.1,"Dropout"
"single","second choice","Social Service (evening attendance)","evening","Secondary education",140,NA,122,"yes","no","yes","male","no",6,4,NA,0,12.4,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",150,"Portuguese",NA,"no",NA,"no","male","no",7,7,8,2,15.5,"Graduate"
"single","third choice","Tourism","daytime","Secondary education",121,"Portuguese",116.1,"yes","no","no","male","no",6,5,6,4,15.5,"Graduate"
"married",NA,"Animation and Multimedia Design","daytime",NA,120,"Portuguese",130,"yes","no","no","male","no",0,0,NA,0,7.6,"Dropout"
"single","third choice","Communication Design","daytime","Secondary education",143,"Portuguese",146.2,"yes","no","no","male","no",6,5,6,NA,16.2,"Graduate"
"single","second choice","Informatics Engineering","daytime","Technological specialization course",180,"Portuguese",NA,"no","no","no","male","yes",NA,6,6,6,12.4,"Enrolled"
"single","sixth choice",NA,"daytime","Secondary education",132,NA,127.8,"yes","no","no","male","no",5,0,5,0,11.1,"Dropout"
"single","second choice","Management","daytime","Secondary education",130,"Portuguese",130.8,"no","no",NA,"male","no",5,0,5,3,16.2,"Enrolled"
"single","third choice","Management","daytime","Secondary education",133.1,"Portuguese",109,"yes",NA,"no","male","yes",5,3,5,3,NA,"Enrolled"
NA,"sixth choice","Journalism and Communication","daytime",NA,131,"Portuguese",132.4,"yes","no","yes","male","no",6,0,6,0,11.1,"Dropout"
NA,"fourth choice","Nursing","daytime","Secondary education",149,"Portuguese",129.3,"yes",NA,"no","male","no",8,7,8,7,12.7,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",124,"Portuguese",125.4,"yes","no","no","male","no",6,6,6,6,9.4,"Graduate"
"single","second choice","Informatics Engineering",NA,"Secondary education",NA,"Portuguese",130.2,"no","no",NA,"male","no",5,5,NA,3,10.8,"Enrolled"
"single","second choice","Social Service","daytime","Secondary education",140,"Portuguese",132,"no","no","no","male","no",6,5,6,3,16.2,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",170,"Portuguese",NA,"yes","no",NA,"male","no",6,6,6,6,12.4,"Graduate"
"single","third choice","Journalism and Communication","daytime","Secondary education",NA,"Portuguese",130.2,"no",NA,"no","male","no",6,5,10,NA,8.9,"Enrolled"
"single","third choice","Oral Hygiene","daytime","Secondary education",126,"Portuguese",115.5,"no","no","no","male","no",7,6,7,4,8.9,"Graduate"
"single","third choice","Management","daytime","Secondary education",129,"Portuguese",127.6,"yes","no","no",NA,"no",5,NA,5,3,10.8,"Dropout"
"single","second choice","Journalism and Communication","daytime","Higher education - master (2nd cycle)",140,"Portuguese",140,"no",NA,"no","male",NA,6,6,6,6,11.1,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",130,"Portuguese",120.2,"yes","no","no","male","no",6,6,6,6,12.7,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",130,"Portuguese",150,"no","no","no","male","no",8,7,8,7,12.7,"Graduate"
"single","third choice",NA,NA,"Secondary education",99,NA,100,NA,"no","no","male","no",7,7,8,7,13.9,"Graduate"
"single",NA,"Informatics Engineering","daytime",NA,146,"Portuguese",100,"no","no","no","male",NA,NA,4,5,3,13.9,"Enrolled"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",129,"Portuguese",128,"no","no","no","male","no",0,0,0,0,9.4,"Dropout"
"single",NA,"Nursing","daytime","Secondary education",132,"Portuguese",128,"yes","no","no","male","yes",8,7,8,7,10.8,"Graduate"
"single","fourth choice","Tourism","daytime","Secondary education",110,"Portuguese",107.2,"yes","no","no",NA,"no",6,2,6,4,7.6,"Dropout"
NA,"second choice","Advertising and Marketing Management","daytime","Secondary education",116,"Portuguese",110.1,"yes","no","no","male",NA,6,NA,6,5,12.4,"Graduate"
"single","second choice","Agronomy",NA,"Secondary education",119,"Portuguese",119,"no","no",NA,NA,NA,6,0,6,0,15.5,"Dropout"
"married","second choice","Journalism and Communication","daytime","Secondary education",120,"Portuguese",155.5,"no","no","no","male","no",6,5,6,4,NA,"Dropout"
"single","second choice",NA,"daytime",NA,117,"Portuguese",118.4,"no","no","no","male","no",NA,6,6,4,NA,"Graduate"
"single","fifth choice","Animation and Multimedia Design","daytime","Secondary education",137,"Portuguese",NA,NA,"no","no",NA,"no",0,NA,0,0,11.1,"Graduate"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",124,"Portuguese",119.1,"yes","no",NA,"male","no",NA,NA,NA,0,16.2,"Dropout"
"single","second choice","Management","daytime","Secondary education",151,"Portuguese",111,"no","no","no","male","no",5,2,5,0,15.5,"Dropout"
"single","second choice","Tourism","daytime","Frequency of higher education",138.6,"Portuguese",138.6,"yes","no","no","male","no",6,4,6,3,NA,"Dropout"
"single",NA,"Tourism","daytime","Secondary education",118,"Portuguese",121.2,"no","no","no","male","yes",6,3,6,4,15.5,"Enrolled"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",NA,"Portuguese",150.4,NA,"no","no","male","yes",0,0,0,0,12.4,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",123,"Portuguese",117.8,"no","no","no","male","no",6,4,6,2,10.8,"Enrolled"
NA,"second choice","Tourism","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,NA,102.5,"no","no","yes","male","no",6,0,6,0,16.2,"Dropout"
"single","second choice","Equinculture","daytime","Secondary education",NA,"Portuguese",110,"no","no","no","male","no",6,6,NA,3,16.2,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Other - 11th year of schooling",133.1,"Portuguese",NA,"yes","no","yes","male","no",6,0,6,0,8.9,"Enrolled"
"single","second choice","Tourism","daytime","Secondary education",150,"Portuguese",122.3,"no","no","no","male","no",6,6,6,5,13.9,"Graduate"
"married","second choice","Management (evening attendance)","evening","Secondary education",130,"Portuguese",127.8,"no",NA,"no","male","no",5,4,5,3,7.6,"Enrolled"
"single","second choice","Informatics Engineering","daytime","Secondary education",NA,"Portuguese",100,"no","no","no",NA,"no",5,5,5,2,13.9,"Enrolled"
"single","fifth choice","Nursing","daytime","Secondary education",133,"Portuguese",126.4,"yes","no","no","male","yes",7,7,8,8,11.1,"Graduate"
NA,"second choice","Tourism","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",100,"no","no","no","male","no",NA,3,6,1,7.6,"Dropout"
"single","fifth choice","Social Service","daytime","Secondary education",129,"Portuguese",117.1,"yes","no","no",NA,"no",6,6,6,6,8.9,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",128,"Portuguese",NA,"no","no","no","male","yes",7,6,7,6,15.5,"Enrolled"
"single","third choice","Nursing","daytime","Secondary education",NA,NA,124.1,"no","no","no",NA,"yes",8,0,8,0,9.4,"Enrolled"
"single","second choice","Informatics Engineering","daytime",NA,130,"Portuguese",129.4,"yes","no","yes","male","no",5,0,5,0,13.9,"Dropout"
"single","second choice","Equinculture","daytime","Secondary education",NA,"Portuguese",138.9,"yes","no",NA,"male","no",5,5,5,4,10.8,"Graduate"
"single","second choice","Social Service","daytime","Technological specialization course",140,"Portuguese",138.6,"no","no","no","male","no",6,NA,6,2,13.9,"Dropout"
"single",NA,"Animation and Multimedia Design","daytime","Secondary education",122,"Portuguese",133.9,"yes","no","no","male","no",13,10,11,7,12.4,"Dropout"
"single","second choice","Veterinary Nursing","daytime","Higher education - degree (1st cycle)",NA,"Portuguese",140,"no","no",NA,"male","no",13,NA,11,5,11.1,"Dropout"
"single","second choice","Informatics Engineering","daytime","Other - 11th year of schooling",133.1,NA,95.1,NA,"no","no","male","no",5,0,5,0,10.8,"Dropout"
"single","second choice","Management (evening attendance)","evening","Secondary education",120,"Portuguese",128.2,"no","no","no","male",NA,5,2,5,0,12.7,"Dropout"
"single","second choice","Tourism","daytime","Secondary education",133.1,"Portuguese",121.5,"no","no","no","male","no",6,6,6,NA,NA,"Dropout"
"single","second choice","Biofuel Production Technologies","daytime","Higher education - degree (1st cycle)",120,"Portuguese",120,"yes","no","yes","male","no",21,21,16,12,11.1,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",130,"Portuguese",130,"no","no","no",NA,NA,7,3,6,2,NA,"Enrolled"
"single","second choice","Communication Design","daytime","Higher education - degree",120,"Portuguese",120,"no","no","no","male","no",6,2,6,3,12.7,"Dropout"
"married","second choice",NA,"evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",107,"no","no","no","male","no",7,7,NA,NA,12.7,"Graduate"
"single","third choice","Advertising and Marketing Management","daytime",NA,122,"Portuguese",116.1,"no","no","no","male","yes",6,6,6,6,11.1,"Enrolled"
"single","second choice",NA,"daytime","Secondary education",123,"Portuguese",114.4,"no","no","no","male","no",5,NA,5,2,NA,"Dropout"
"single","second choice","Tourism","daytime","Secondary education",NA,"Portuguese",157.7,NA,"no","no","male","no",6,2,6,0,15.5,"Dropout"
"single","second choice","Agronomy","daytime","Secondary education",NA,"Portuguese",150,"no",NA,"yes","male","no",11,11,10,10,11.1,"Dropout"
"single","second choice","Basic Education",NA,"Secondary education",110,"Portuguese",114.3,"yes","no","no","male","no",6,5,6,5,7.6,"Enrolled"
"single","second choice","Veterinary Nursing","daytime",NA,106,"Portuguese",104.6,"no",NA,NA,"male","no",6,NA,6,NA,11.1,"Enrolled"
"single","second choice",NA,"daytime","Higher education - degree",140,"Portuguese",140,"no","no","no","male","no",6,2,6,1,NA,"Dropout"
"single","fifth choice","Management","daytime","Secondary education",NA,"Portuguese",109.1,"yes","no","no","male","no",5,0,5,NA,12.4,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",NA,"Portuguese",NA,NA,"no","no","male","no",7,4,7,3,16.2,"Dropout"
"married","second choice","Management (evening attendance)","evening","Secondary education",100,"Portuguese",161.9,"no","no","no","male","no",5,0,NA,0,16.2,"Dropout"
"married","second choice","Management (evening attendance)","evening","Higher education - degree",140,"Portuguese",140,"yes","no","no","male","no",5,0,5,NA,7.6,"Dropout"
"single","third choice","Communication Design","daytime","Secondary education",NA,"Portuguese",178,"yes","no","no","male","yes",NA,6,NA,NA,9.4,"Graduate"
"married","second choice","Management (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",138.3,NA,"no","no","male",NA,5,3,5,5,13.9,"Dropout"
"married",NA,"Social Service (evening attendance)","evening",NA,140,"Portuguese",128,"yes","no","no","male","no",6,0,6,0,9.4,"Dropout"
"married","second choice","Animation and Multimedia Design","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",100,"Portuguese",NA,"no","no","no","male","no",0,0,0,0,10.8,"Dropout"
"single","third choice",NA,"evening","Secondary education",123,"Portuguese",113.2,"no","no","no","male","no",5,3,5,2,7.6,"Dropout"
"married","second choice","Social Service (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",139,"no","no","no","male","no",6,6,6,6,12.4,"Graduate"
"single","second choice","Journalism and Communication","daytime","Secondary education",NA,NA,110,"yes","no","no","male","no",6,6,6,4,NA,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",132,"Portuguese",136.6,"yes","no","no","male","no",NA,5,6,3,7.6,"Enrolled"
"married","second choice","Social Service (evening attendance)",NA,"Secondary education",120,"Portuguese",161.1,"no","no","no","male","no",6,6,6,NA,NA,"Dropout"
"single","second choice",NA,"daytime",NA,130,"Portuguese",130,"no","no","no",NA,"no",18,17,NA,NA,15.5,"Graduate"
"single","second choice","Agronomy","daytime","Technological specialization course",140,"Portuguese",140,"no","no","no","male","no",6,4,6,4,15.5,"Enrolled"
"single",NA,"Tourism","daytime","Secondary education",133.1,"Portuguese",121,"no","no","yes","male","no",NA,5,6,5,8.9,"Dropout"
NA,"second choice","Social Service","daytime","Technological specialization course",120,"Portuguese",118.6,"no",NA,"no","male",NA,11,NA,10,10,13.9,"Graduate"
"single","second choice","Communication Design",NA,"Secondary education",140,"Portuguese",NA,"no","no","no","male","no",6,6,6,4,13.9,"Enrolled"
"married","second choice","Management","daytime","Secondary education",133.1,"Portuguese",115.8,"no",NA,"no","male","no",5,0,5,NA,10.8,"Dropout"
"single","second choice","Management (evening attendance)","evening","Secondary education",120,"Portuguese",160,"no","no","no","male",NA,5,5,5,5,NA,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",125,NA,NA,"no","no","no","male","yes",6,6,6,6,11.1,"Graduate"
"single","second choice","Informatics Engineering",NA,"Secondary education",136,"Portuguese",NA,"no","no","no","male",NA,5,4,NA,2,15.5,"Enrolled"
"single","second choice","Management (evening attendance)","evening","Secondary education",133.1,"Portuguese",121.7,"no","no","no","male","no",NA,0,5,0,13.9,"Dropout"
"single","second choice","Informatics Engineering",NA,"Secondary education",120,"Portuguese",115,"no","no","no","male","no",6,2,6,2,NA,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",127,"Portuguese",125.3,"no","no","no",NA,"no",6,5,6,5,7.6,"Graduate"
"single","second choice","Management","daytime","Secondary education",131,"Portuguese",131,"no","no","no","male","no",5,3,5,3,9.4,"Dropout"
"single","second choice","Journalism and Communication","daytime","Secondary education",127,"Portuguese",126.3,"no","no","no","male","no",6,6,6,6,15.5,"Graduate"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",132,"Portuguese",127.1,"no","no","no","male","no",0,0,0,0,7.6,"Dropout"
"single","fourth choice",NA,"daytime","Secondary education",137,"Portuguese",NA,"no","no","no","male","no",6,6,6,6,11.1,"Graduate"
NA,"third choice","Management","daytime","Secondary education",126,"Portuguese",100,"yes","no",NA,"male","no",5,0,5,1,16.2,"Dropout"
"single",NA,"Social Service","daytime",NA,136,"Portuguese",126.2,"no","no","no","male","no",6,5,6,5,10.8,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",124,"Portuguese",118.8,"no","no","no","male","no",6,4,6,NA,9.4,"Graduate"
"single","second choice","Tourism","daytime",NA,137,"Portuguese",124.5,"no","no","no","male","no",6,0,6,0,16.2,"Dropout"
"single","second choice","Informatics Engineering","daytime","Technological specialization course",140,"Portuguese",140,"no","no","no","male","no",7,3,6,1,12.4,"Enrolled"
"single",NA,"Communication Design","daytime","Secondary education",131,"Portuguese",125.1,"no","no",NA,"male","no",6,NA,6,5,16.2,"Enrolled"
"single","second choice","Management","daytime","Secondary education",130,"Portuguese",118.8,"no","no","yes","male","yes",5,5,NA,2,15.5,"Enrolled"
"single","sixth choice","Informatics Engineering","daytime","Secondary education",NA,"Portuguese",125.2,"yes","no","no","male","no",5,5,5,5,12.4,"Enrolled"
"single","second choice","Management","daytime","Secondary education",133.1,"Portuguese",95,"no","no","no",NA,"no",5,0,5,0,11.1,"Dropout"
"single","fourth choice","Communication Design","daytime","Secondary education",NA,"Portuguese",107.6,"yes","no","no","male","yes",6,6,6,6,7.6,"Enrolled"
"single","second choice","Equinculture","daytime","Higher education - degree",140,NA,140,"yes","no","no","male","no",5,2,5,0,12.7,"Dropout"
"divorced","third choice","Management (evening attendance)","evening",NA,133.1,"Portuguese",125.4,"no","no","no","male","no",NA,0,4,0,10.8,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",141,"Portuguese",128,"no","no","no","male","no",NA,0,8,NA,NA,"Dropout"
NA,"fourth choice",NA,"daytime","Secondary education",130,"Portuguese",129.3,"no",NA,"no","male","yes",5,5,5,5,8.9,"Graduate"
"single",NA,"Social Service","daytime","Secondary education",160,NA,152,"no","no","no","male","yes",6,6,6,NA,13.9,"Graduate"
"single",NA,"Nursing","daytime","Secondary education",140,"Portuguese",128.8,"no",NA,NA,"male","no",7,6,8,8,12.4,"Graduate"
"single",NA,"Management","daytime","Secondary education",150,"Portuguese",152.8,"yes","no","no","male","yes",5,4,5,0,7.6,"Dropout"
"single","second choice","Equinculture","daytime","Technological specialization course",150,"Portuguese",150,"yes","no","no","male","no",5,4,5,5,10.8,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",133.1,NA,112,"no",NA,"no","male","no",6,6,6,6,NA,"Graduate"
"single","second choice","Equinculture","daytime","Secondary education",152,"Portuguese",135.6,"yes","no","no","male",NA,5,5,5,5,12.7,"Dropout"
"single","second choice","Informatics Engineering","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,NA,134.4,"no","no","yes","male","no",5,2,5,2,16.2,"Dropout"
"single","second choice","Management (evening attendance)","evening","Secondary education",130,"Portuguese",120.5,"no","no","no","male","no",5,0,5,0,12.7,"Dropout"
"single","second choice","Communication Design","daytime","Secondary education",148,"Portuguese",141.4,"no","no","no","male","no",6,0,6,0,15.5,"Dropout"
"single","second choice","Tourism","daytime","Secondary education",148,NA,145.2,"no","no","no","male","no",6,6,6,6,16.2,"Graduate"
"divorced","second choice","Social Service","daytime","Secondary education",130,"Portuguese",140,"no","no","no",NA,"no",6,NA,6,0,8.9,"Dropout"
