"","Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"2458",1,1,9147,1,1,NA,1,146.4,NA,0,0,1,NA,NA,3,5,1,7.6,"Enrolled"
"2459",1,2,9119,1,1,135,1,121,0,0,0,1,NA,5,0,5,0,NA,"Dropout"
"2460",1,1,9147,1,1,133,1,129.9,0,0,0,1,0,5,5,5,5,12.4,"Graduate"
"2461",2,1,NA,1,1,133.1,1,132,NA,0,0,1,0,6,4,6,0,NA,"Dropout"
"2462",1,3,9254,1,1,121,NA,125.9,1,0,NA,1,0,6,0,6,0,13.9,"Dropout"
"2463",NA,1,171,1,1,159,1,165.7,1,0,0,1,0,0,0,0,0,NA,"Dropout"
"2464",1,5,9254,1,1,130,1,122.7,NA,0,NA,1,1,6,0,6,0,8.9,"Dropout"
"2465",2,1,9991,NA,1,121,1,141.4,0,0,1,1,0,5,4,5,4,10.8,"Dropout"
"2466",1,1,9130,1,19,133.1,1,156.4,1,0,1,1,0,6,5,6,0,13.9,"Dropout"
"2467",1,1,9119,1,NA,146,1,148.5,1,0,0,1,0,5,4,5,1,NA,"Enrolled"
"2468",1,1,9003,NA,39,140,1,140,0,0,0,1,1,6,5,6,NA,15.5,"Enrolled"
"2469",NA,1,9070,1,1,125,1,131.7,NA,0,0,1,0,6,4,9,3,NA,"Dropout"
"2470",2,2,9147,1,1,120,1,104.7,1,0,0,1,0,4,0,NA,0,10.8,"Dropout"
"2471",1,1,9130,NA,39,150,1,150,1,0,0,1,0,6,5,6,2,13.9,"Enrolled"
"2472",2,1,9085,1,19,110,1,110,0,0,0,1,0,5,0,5,0,12.7,"Dropout"
"2473",NA,1,9670,1,1,120,1,129.1,1,0,0,1,0,6,4,6,3,10.8,"Dropout"
"2474",1,1,9003,1,NA,133.1,1,NA,0,0,NA,1,0,6,0,6,0,13.9,"Dropout"
"2475",1,NA,NA,1,1,133.1,NA,127,0,0,0,1,0,6,NA,6,6,15.5,"Graduate"
"2476",2,1,8014,0,19,133.1,1,151.5,0,NA,NA,1,0,6,0,5,0,16.2,"Dropout"
"2477",1,2,9500,1,1,130,1,NA,1,0,0,1,1,23,20,23,20,7.6,"Graduate"
"2478",1,1,9254,1,1,160,1,140.8,1,NA,0,1,0,NA,6,6,5,7.6,"Enrolled"
"2479",1,1,9500,1,1,128,1,125.6,1,0,0,NA,0,7,7,8,7,12.4,"Graduate"
"2480",1,2,9147,1,1,140,1,127.8,1,0,0,1,0,5,3,5,3,9.4,"Dropout"
"2481",1,1,171,1,1,120,1,120,1,0,0,1,0,0,0,0,0,7.6,"Enrolled"
"2482",1,1,9070,1,NA,140,1,131.3,0,0,0,1,1,6,6,6,5,12.4,"Graduate"
"2483",1,1,9991,NA,12,120,1,155.7,0,0,0,1,NA,5,5,5,5,10.8,"Graduate"
"2484",1,1,9003,1,42,130,1,128.5,0,0,NA,1,0,12,10,12,11,8.9,"Graduate"
"2485",2,1,9147,1,1,100,1,170,0,0,0,1,0,5,5,5,5,15.5,"Graduate"
"2486",2,1,9003,1,1,133.1,1,100,0,0,0,1,0,10,4,7,1,15.5,"Dropout"
"2487",4,1,9670,1,1,110,1,107.2,0,0,0,1,0,6,0,6,0,12.7,"Dropout"
"2488",1,1,9147,1,1,147,1,139.3,1,0,0,1,0,5,0,5,0,NA,"Dropout"
"2489",1,6,9147,1,1,133,1,123.2,1,0,0,1,NA,5,3,5,2,9.4,"Enrolled"
"2490",1,NA,9254,1,1,137,1,122.3,1,0,0,1,1,6,NA,6,6,8.9,"Graduate"
"2491",1,NA,9773,1,1,124,1,127.9,1,0,0,1,0,6,3,6,4,9.4,"Enrolled"
"2492",1,2,9147,1,1,128,1,120.3,0,0,0,1,0,5,NA,5,2,8.9,"Enrolled"
"2493",1,1,8014,0,1,120,1,128.5,0,0,1,1,0,8,NA,10,NA,12.4,"Dropout"
"2494",2,1,9003,NA,1,133.1,1,150,0,0,0,1,NA,6,6,6,5,13.9,"Graduate"
"2495",1,1,9773,1,1,142,1,136.1,0,0,1,1,1,6,NA,6,6,16.2,"Graduate"
"2496",1,NA,9773,1,19,100,1,128,1,0,0,1,0,6,6,6,6,7.6,"Graduate"
"2497",1,1,171,1,NA,149,1,158.1,1,0,0,1,1,0,0,NA,0,NA,"Graduate"
"2498",2,2,8014,0,1,110,1,108.7,1,0,0,0,0,6,6,6,6,9.4,"Graduate"
"2499",1,1,171,1,19,133.1,101,110,0,0,0,1,NA,0,0,0,0,15.5,"Dropout"
"2500",1,1,9238,1,19,133.1,1,120,0,1,1,0,0,6,2,6,NA,16.2,"Dropout"
"2501",1,1,9085,1,39,150,6,150,0,0,0,0,0,6,6,6,5,12.4,"Graduate"
"2502",2,NA,8014,0,12,133.1,1,113,0,NA,0,0,0,6,3,6,6,11.1,"Graduate"
"2503",1,1,33,1,NA,121,1,118.6,NA,0,0,0,0,21,20,14,NA,8.9,"Graduate"
"2504",2,1,NA,1,1,133.1,1,NA,0,0,0,0,1,7,6,8,7,12.4,"Graduate"
"2505",1,3,NA,NA,1,122,NA,120.3,1,0,0,0,0,6,0,6,NA,10.8,"Dropout"
"2506",1,6,9500,1,1,143,1,127,1,0,0,0,1,8,NA,8,7,12.7,"Graduate"
"2507",1,1,NA,1,1,NA,1,113.8,1,0,0,0,0,7,7,NA,NA,12.7,"Graduate"
"2508",1,1,8014,0,1,120,1,108,0,0,0,1,1,7,6,6,5,13.9,"Graduate"
"2509",1,1,171,1,1,114,1,129.1,0,NA,0,1,NA,NA,0,0,0,9.4,"Graduate"
"2510",1,NA,9070,1,1,114,NA,135.9,0,0,0,1,0,14,14,13,13,15.5,"Graduate"
"2511",1,2,9773,1,1,154.4,22,154.4,1,0,0,0,0,6,5,6,0,10.8,"Dropout"
"2512",NA,1,9500,1,1,190,108,190,1,0,NA,0,0,NA,4,7,5,12.4,"Enrolled"
"2513",1,4,9500,1,1,136,1,132.5,1,0,0,0,0,7,7,NA,8,11.1,"Graduate"
"2514",1,2,9085,NA,1,NA,22,NA,0,0,NA,0,0,6,6,6,6,12.4,"Graduate"
"2515",1,1,9670,1,1,126,1,122.5,1,0,0,NA,0,6,6,6,5,8.9,"Dropout"
"2516",1,4,9119,1,1,122,62,NA,1,0,0,1,0,5,4,5,1,8.9,"Enrolled"
"2517",1,1,9070,1,1,137,1,NA,0,0,0,0,1,6,6,6,4,9.4,"Graduate"
"2518",1,3,9500,1,1,139,1,135,1,0,0,0,1,8,7,8,7,12.7,"Graduate"
"2519",1,1,9254,1,1,142,1,141.7,0,0,0,0,1,6,6,6,6,13.9,"Graduate"
"2520",1,3,9773,1,1,133.1,1,131.3,1,0,0,0,1,6,6,6,6,8.9,"Graduate"
"2521",1,6,9254,1,1,126,1,123.9,1,0,0,0,1,6,6,6,6,12.4,"Graduate"
"2522",1,2,9254,1,1,131,1,126.1,1,0,0,NA,0,NA,6,6,NA,8.9,"Graduate"
"2523",NA,6,9500,1,1,131,1,126.5,1,0,0,0,1,NA,7,8,7,11.1,"Graduate"
"2524",1,1,NA,1,1,108,1,107.3,0,0,0,NA,0,6,0,6,0,15.5,"Dropout"
"2525",1,4,9238,1,1,133.1,1,95,1,0,0,0,1,6,6,6,NA,15.5,"Dropout"
"2526",1,2,NA,NA,1,122,1,116.1,1,0,0,0,0,NA,6,6,3,15.5,"Graduate"
"2527",1,NA,9070,1,1,143,NA,NA,1,0,0,0,1,6,NA,6,6,12.4,"Dropout"
"2528",1,6,9500,1,1,135,1,NA,1,0,0,NA,1,NA,7,8,8,11.1,"Graduate"
"2529",1,2,9773,1,1,148,1,NA,1,0,0,0,0,NA,6,6,6,12.4,"Graduate"
"2530",1,1,9147,1,1,134,1,129.5,0,0,0,0,NA,NA,5,5,4,10.8,"Graduate"
"2531",1,1,NA,1,1,122,NA,116.8,1,0,1,0,0,NA,6,NA,6,16.2,"Graduate"
"2532",1,1,9003,1,39,160,1,160,0,NA,0,0,1,6,6,NA,6,16.2,"Graduate"
"2533",1,2,9238,1,1,126,1,127.1,1,0,0,NA,1,6,3,6,6,9.4,"Graduate"
"2534",1,1,9130,1,NA,138,1,126.3,NA,NA,0,0,1,NA,6,6,6,8.9,"Enrolled"
"2535",1,1,NA,1,1,115,1,112.9,1,0,0,0,1,6,6,6,6,12.4,"Graduate"
"2536",1,2,9853,1,1,141,1,130.2,NA,0,NA,0,0,6,NA,6,4,12.7,"Enrolled"
"2537",NA,1,9130,1,1,100,41,100,NA,0,0,0,0,5,5,5,5,NA,"Enrolled"
"2538",1,1,9670,1,1,130,1,121.6,0,0,0,0,0,6,6,6,6,12.4,"Graduate"
"2539",NA,1,9670,1,1,130,26,130,0,1,1,0,0,6,6,6,5,8.9,"Graduate"
"2540",1,1,NA,1,1,135,NA,121.7,1,0,0,0,1,5,4,5,5,10.8,"Graduate"
"2541",1,NA,9147,1,3,120,1,120,0,0,NA,0,0,5,2,5,NA,12.4,"Dropout"
"2542",1,1,NA,NA,1,148,1,143.5,0,0,0,NA,1,7,6,6,0,13.9,"Dropout"
"2543",1,2,9556,1,1,136,1,128.3,0,0,0,0,1,7,7,8,8,15.5,"Graduate"
"2544",1,1,9070,1,1,108,1,111.9,0,0,0,0,0,6,0,6,0,8.9,"Dropout"
"2545",1,1,9003,1,39,140,1,140,0,0,0,NA,NA,6,3,6,4,15.5,"Enrolled"
"2546",1,3,9773,1,1,153,1,137.6,1,0,0,0,0,6,6,6,6,12.4,"Graduate"
"2547",1,1,9238,1,1,NA,NA,135,1,0,0,0,0,6,6,6,NA,10.8,"Graduate"
"2548",1,5,9500,1,NA,146,1,133.8,1,0,0,0,0,8,8,8,8,9.4,"Graduate"
"2549",1,2,9773,1,1,130,1,126.9,1,NA,0,1,1,6,6,6,6,9.4,"Graduate"
"2550",1,2,9254,1,1,113,1,106.7,1,NA,1,1,1,6,2,6,0,13.9,"Dropout"
"2551",1,1,8014,NA,NA,NA,22,145.7,1,0,0,0,0,16,15,13,11,NA,"Graduate"
"2552",1,3,9070,1,1,145,1,153.1,1,NA,0,0,1,6,6,6,NA,12.7,"Enrolled"
"2553",1,1,8014,0,1,126,1,118.7,0,0,0,NA,NA,6,6,6,6,12.7,"Graduate"
"2554",1,1,9991,0,NA,NA,1,161.8,1,0,1,1,NA,5,2,5,0,7.6,"Dropout"
"2555",1,4,9119,1,1,NA,1,NA,1,0,1,1,0,5,3,5,3,8.9,"Enrolled"
"2556",NA,1,NA,NA,1,163,1,150.8,NA,0,0,1,0,5,4,5,2,7.6,"Enrolled"
"2557",1,1,9147,1,1,130,26,130,0,0,0,0,0,5,4,5,5,11.1,"Graduate"
"2558",1,2,171,1,1,165,1,163.6,1,0,0,0,NA,0,0,0,0,12.4,"Enrolled"
"2559",1,1,9147,1,1,142,1,115,NA,0,0,0,0,5,5,5,2,13.9,"Enrolled"
"2560",1,1,9773,1,1,156,NA,136.8,1,0,0,0,0,6,6,6,6,11.1,"Dropout"
"2561",1,5,9853,1,1,141,1,130.9,1,0,0,0,0,6,6,6,5,7.6,"Graduate"
"2562",1,3,9500,1,1,143,1,127,1,0,NA,0,0,8,8,8,8,9.4,"Graduate"
"2563",2,NA,9500,NA,19,133.1,1,120,0,0,0,0,0,7,2,7,0,16.2,"Dropout"
"2564",1,1,9238,1,1,NA,1,126,0,0,NA,0,NA,6,1,5,0,9.4,"Enrolled"
"2565",1,1,9254,NA,1,172,NA,153.8,1,0,0,0,1,NA,6,NA,6,10.8,"Graduate"
"2566",1,NA,9238,NA,1,140,26,140,0,0,0,1,0,6,NA,6,6,11.1,"Graduate"
"2567",NA,1,9500,NA,1,142,1,136.6,0,0,0,0,1,7,7,8,8,12.4,"Graduate"
"2568",1,1,8014,0,1,140,1,105,NA,0,0,0,0,6,3,6,5,15.5,"Enrolled"
"2569",1,1,9147,1,12,133.1,1,139.4,0,0,NA,0,0,5,5,NA,5,7.6,"Enrolled"
"2570",1,2,9773,1,1,148,1,140,1,0,0,0,1,6,6,6,6,16.2,"Graduate"
"2571",1,4,9500,1,1,137,1,130.8,0,0,1,0,0,8,8,8,8,9.4,"Graduate"
"2572",1,1,9500,1,1,143,1,138.8,1,0,0,0,0,7,7,NA,8,11.1,"Graduate"
"2573",1,1,9238,1,1,133.1,1,110,0,0,1,0,0,6,6,6,6,12.7,"Graduate"
"2574",1,4,NA,1,1,138,1,127.8,1,0,0,0,0,7,6,7,6,7.6,"Graduate"
"2575",1,3,9773,1,1,138,1,134.2,1,0,0,0,NA,6,6,6,6,11.1,"Graduate"
"2576",2,1,NA,0,1,150,1,143,0,NA,0,0,0,9,9,7,7,NA,"Graduate"
"2577",1,1,9085,NA,39,120,1,120,1,0,1,0,0,6,4,NA,3,16.2,"Dropout"
"2578",1,NA,9254,NA,NA,110,1,113.2,1,0,0,0,NA,6,NA,6,1,10.8,"Dropout"
"2579",NA,4,9500,1,1,146,1,135.8,NA,0,0,0,0,NA,6,7,6,NA,"Graduate"
"2580",1,1,9238,1,1,148,NA,143.5,0,0,0,0,0,6,6,6,NA,10.8,"Graduate"
"2581",1,1,9238,1,1,145,1,148.9,1,0,NA,NA,1,6,6,6,6,10.8,"Graduate"
"2582",1,1,9003,1,NA,133.1,1,115.6,1,0,0,0,0,6,0,6,0,15.5,"Dropout"
"2583",1,1,9147,1,1,160,NA,NA,0,0,0,0,NA,5,5,5,NA,7.6,"Graduate"
"2584",1,NA,9991,0,1,150,1,NA,0,0,0,0,0,5,4,5,4,12.7,"Enrolled"
"2585",1,1,9853,1,1,130,1,133.2,NA,0,0,0,0,6,6,6,6,NA,"Graduate"
"2586",1,2,8014,0,1,120,1,117.6,NA,NA,NA,0,0,6,5,6,6,NA,"Graduate"
"2587",1,2,9147,1,1,115,1,108.7,1,0,0,0,0,5,3,5,3,9.4,"Enrolled"
"2588",1,NA,9147,1,1,133.1,1,106,1,0,NA,0,0,5,2,5,1,12.7,"Enrolled"
"2589",1,1,9853,1,1,120,NA,122.6,0,0,0,0,NA,NA,3,6,2,12.7,"Dropout"
"2590",1,4,9853,1,1,134,1,127.4,1,0,0,0,0,6,5,6,5,10.8,"Enrolled"
"2591",1,1,9003,1,1,133.1,1,100,NA,0,0,0,0,6,0,6,0,NA,"Dropout"
"2592",1,1,9853,1,1,133.1,1,NA,NA,0,1,0,0,NA,6,7,6,11.1,"Enrolled"
"2593",1,NA,9147,1,3,130,1,130,0,0,0,NA,0,9,9,10,10,10.8,"Graduate"
"2594",1,1,9556,1,1,120,1,122.8,0,0,0,0,0,7,6,8,8,13.9,"Dropout"
"2595",1,1,9147,1,1,115,1,NA,1,0,0,0,0,5,2,5,1,9.4,"Enrolled"
"2596",1,1,9070,1,1,135,1,145.9,0,0,0,NA,1,6,6,NA,6,16.2,"Graduate"
"2597",1,1,9070,1,1,133.1,1,143,1,0,1,0,0,6,5,NA,5,12.7,"Dropout"
"2598",1,1,NA,1,1,145,1,100,0,0,0,0,1,0,NA,0,0,13.9,"Dropout"
"2599",1,3,9085,1,1,130,1,121.3,1,0,0,0,0,NA,2,5,4,9.4,"Enrolled"
"2600",1,3,9853,1,1,118,1,121.2,1,0,0,NA,0,6,5,6,5,7.6,"Enrolled"
"2601",1,3,9853,1,1,138,1,125.1,1,1,0,0,1,6,6,6,5,12.7,"Dropout"
"2602",1,1,9254,1,1,122,1,112.9,1,0,0,0,0,6,4,6,3,7.6,"Enrolled"
"2603",1,3,9238,1,1,126,NA,NA,1,0,NA,0,0,6,6,6,6,12.4,"Graduate"
"2604",1,5,9085,1,1,121,1,114,1,0,0,NA,0,5,0,5,0,9.4,"Dropout"
"2605",1,1,NA,1,1,152,1,132.1,1,0,0,0,0,6,2,6,1,9.4,"Dropout"
"2606",2,1,9085,1,39,160,1,160,NA,0,0,0,0,5,3,5,5,9.4,"Graduate"
"2607",1,1,NA,1,1,134,1,134,1,0,0,0,0,NA,5,5,5,12.7,"Graduate"
"2608",1,NA,9773,1,1,NA,1,124.2,1,0,NA,0,0,6,5,6,6,15.5,"Dropout"
"2609",1,4,9254,1,1,125,1,115.6,1,0,0,0,0,6,6,NA,4,9.4,"Graduate"
"2610",NA,1,9991,0,1,130,1,128.2,0,0,0,0,0,8,3,7,2,9.4,"Dropout"
"2611",1,2,9500,1,1,138,1,132.8,NA,NA,0,0,0,7,6,8,8,13.9,"Graduate"
"2612",1,2,9773,1,1,NA,1,123.1,1,0,0,1,0,6,4,6,NA,9.4,"Graduate"
"2613",1,1,9130,1,1,134,41,125.6,1,0,0,0,0,5,5,5,5,NA,"Graduate"
"2614",1,1,9991,NA,1,130,1,115,0,0,0,1,0,5,NA,5,0,16.2,"Dropout"
"2615",1,4,9119,1,1,126,1,123.6,NA,0,0,1,0,5,5,5,3,8.9,"Dropout"
"2616",1,1,9130,1,1,148,1,141.7,NA,0,0,1,0,6,5,6,NA,8.9,"Dropout"
"2617",NA,NA,9853,1,1,160,1,139,1,0,0,0,1,6,NA,6,0,9.4,"Dropout"
"2618",1,1,NA,1,NA,118,NA,118,0,NA,0,0,1,6,5,6,5,12.4,"Graduate"
"2619",1,2,9853,1,1,150,1,142,1,0,0,NA,1,6,6,6,5,10.8,"Dropout"
"2620",1,1,9238,1,NA,140,1,143.4,0,0,0,0,1,6,6,6,NA,13.9,"Graduate"
"2621",1,1,9070,NA,1,100,1,115.9,0,0,0,0,0,10,9,11,10,9.4,"Enrolled"
"2622",NA,1,9070,1,1,110,NA,105.1,1,NA,0,0,1,NA,6,NA,6,NA,"Graduate"
"2623",1,NA,8014,0,42,NA,1,138,1,0,1,0,1,13,11,11,10,8.9,"Graduate"
"2624",1,1,9991,0,1,133.1,NA,114.7,0,0,0,0,0,2,2,1,1,10.8,"Dropout"
"2625",1,4,9773,1,1,140,NA,130.5,1,0,NA,0,0,6,6,6,6,12.7,"Graduate"
"2626",1,1,9991,0,1,110,1,134.3,0,0,0,1,0,5,0,5,1,10.8,"Dropout"
"2627",1,1,9500,1,1,148,1,137.5,0,0,0,1,0,7,7,8,8,16.2,"Graduate"
"2628",1,1,9500,1,1,137,1,125.3,0,0,0,1,NA,NA,7,7,7,7.6,"Enrolled"
"2629",1,NA,9147,1,1,120,1,111.3,0,0,0,NA,1,5,4,5,4,NA,"Enrolled"
"2630",1,9,9991,0,1,120,1,144.8,0,0,0,NA,0,NA,4,5,5,10.8,"Enrolled"
"2631",1,1,9991,0,1,130,1,152.1,0,0,NA,1,0,NA,2,5,1,11.1,"Dropout"
"2632",1,1,9254,1,1,132,1,126.1,0,0,0,1,0,6,4,6,0,7.6,"Dropout"
"2633",1,1,9500,1,1,NA,1,136,1,0,0,1,0,8,8,8,8,NA,"Graduate"
"2634",1,NA,9500,1,1,128,1,NA,NA,0,0,1,0,8,7,8,NA,10.8,"Graduate"
"2635",NA,1,9670,1,1,132,1,129.9,1,0,0,1,0,6,6,6,4,12.4,"Enrolled"
"2636",1,2,9556,1,NA,NA,1,136.1,0,0,0,1,0,7,2,5,0,12.4,"Dropout"
"2637",1,2,9254,NA,1,120,1,115.1,1,0,0,1,0,6,NA,6,NA,9.4,"Dropout"
"2638",1,2,171,1,1,NA,1,143.6,1,0,0,1,0,0,0,0,NA,12.4,"Graduate"
"2639",1,1,NA,1,1,NA,1,115.8,1,0,0,1,0,5,NA,5,5,11.1,"Graduate"
"2640",1,2,171,1,1,135,1,149,1,0,0,1,0,17,17,17,NA,11.1,"Graduate"
"2641",2,1,9119,1,NA,133.1,1,100,0,0,0,1,0,5,0,5,0,16.2,"Dropout"
"2642",1,1,NA,1,1,125,1,133.4,1,0,0,1,1,NA,6,6,6,13.9,"Graduate"
"2643",1,5,9670,1,1,127,1,122.8,0,NA,0,1,0,6,3,6,0,10.8,"Dropout"
"2644",1,NA,NA,0,1,133.1,1,151.2,0,0,0,1,NA,5,4,5,3,12.4,"Dropout"
"2645",1,1,9003,1,1,150,1,137,0,0,0,1,0,6,5,6,5,15.5,"Graduate"
"2646",1,NA,171,1,1,133.1,1,118,0,0,0,1,0,0,0,0,0,11.1,"Dropout"
"2647",NA,NA,9070,1,1,150,1,126.4,0,0,0,1,0,7,7,8,7,12.4,"Enrolled"
"2648",1,1,NA,1,39,130,1,130,0,0,1,1,0,6,NA,6,2,16.2,"Dropout"
"2649",NA,1,8014,0,12,133.1,1,112.5,0,NA,0,1,NA,13,6,11,2,16.2,"Dropout"
"2650",1,1,9500,1,1,125,1,118.3,0,0,0,1,0,8,5,NA,5,10.8,"Dropout"
"2651",1,1,9500,1,1,127,1,121.4,NA,0,0,1,0,7,5,8,8,12.4,"Enrolled"
"2652",1,1,9003,1,3,140,1,140,0,0,NA,1,0,6,5,6,1,15.5,"Dropout"
"2653",1,1,9670,1,NA,NA,1,109,0,0,0,1,1,6,6,NA,6,15.5,"Graduate"
"2654",NA,NA,9147,1,1,133.1,1,NA,0,0,0,1,0,5,NA,5,0,9.4,"Dropout"
"2655",1,5,9500,1,1,124,1,119.8,0,0,0,NA,0,8,7,8,7,NA,"Graduate"
"2656",1,1,9500,1,1,114,1,130,NA,0,0,1,0,8,6,NA,NA,12.7,"Graduate"
"2657",1,1,171,1,1,155,1,167.3,1,0,0,1,0,0,NA,0,0,13.9,"Graduate"
"2658",1,2,9853,1,1,114,1,111.9,1,0,0,1,1,6,6,6,6,7.6,"Enrolled"
"2659",1,1,171,1,1,133.1,1,NA,1,NA,0,1,0,0,0,0,0,12.7,"Dropout"
"2660",1,1,9254,1,1,125,1,124,0,0,0,1,1,6,6,6,5,11.1,"Dropout"
"2661",2,1,9991,0,1,120,1,132.9,0,0,0,1,0,5,4,5,4,13.9,"Dropout"
"2662",2,1,9773,1,NA,100,1,154,1,0,0,1,0,6,5,6,6,NA,"Graduate"
"2663",1,1,9500,1,1,133.1,1,115,0,0,0,1,0,7,4,7,4,16.2,"Dropout"
"2664",1,1,9991,NA,1,120,1,96,1,0,0,1,0,NA,0,5,NA,NA,"Dropout"
"2665",NA,1,NA,0,1,120,1,168.2,NA,NA,NA,NA,0,5,5,5,5,12.4,"Graduate"
"2666",2,1,9773,1,1,110,1,NA,0,0,1,1,0,6,2,6,NA,10.8,"Dropout"
"2667",1,4,NA,1,1,144,1,137.4,1,0,0,1,0,6,6,6,6,10.8,"Graduate"
"2668",2,1,9991,NA,19,133.1,1,150,0,0,0,1,0,NA,2,NA,1,15.5,"Dropout"
"2669",2,1,9500,1,19,NA,1,100.5,1,0,0,1,0,8,7,8,7,10.8,"Enrolled"
"2670",1,1,8014,0,1,NA,1,148.5,0,0,0,1,0,NA,4,5,NA,11.1,"Dropout"
"2671",1,5,9119,NA,1,138,1,123.3,1,0,1,1,0,5,4,5,5,NA,"Enrolled"
"2672",2,1,9991,0,1,120,1,138.7,0,0,0,1,0,5,5,5,NA,10.8,"Graduate"
"2673",1,2,9254,1,1,120,1,117.2,0,0,NA,1,0,6,3,6,1,NA,"Dropout"
"2674",2,1,NA,0,1,160,1,NA,0,0,0,1,0,5,3,5,4,NA,"Enrolled"
"2675",1,1,9670,1,1,NA,1,125.3,NA,0,0,1,1,6,4,6,6,10.8,"Graduate"
"2676",1,NA,9254,1,1,133.1,1,97,0,NA,0,NA,0,6,6,6,4,10.8,"Enrolled"
"2677",2,1,9556,1,1,110,1,140,0,0,0,1,0,7,0,8,2,16.2,"Dropout"
"2678",1,1,9991,0,1,130,1,NA,0,0,0,1,0,NA,5,5,5,9.4,"Graduate"
"2679",1,NA,9003,1,39,NA,1,140,1,0,1,1,0,NA,0,6,0,NA,"Enrolled"
"2680",1,1,9991,0,1,150,1,127,0,0,0,1,0,NA,NA,5,5,NA,"Graduate"
"2681",4,1,9500,1,19,100,1,110,0,0,0,NA,0,14,12,14,12,7.6,"Graduate"
"2682",2,1,9500,1,19,133.1,1,170,0,0,0,1,0,NA,6,8,0,16.2,"Dropout"
"2683",1,1,9991,0,3,NA,1,120,0,0,1,1,0,5,0,5,1,11.1,"Dropout"
"2684",1,1,9085,1,1,133.1,NA,130,0,0,0,1,0,5,NA,5,NA,7.6,"Graduate"
"2685",1,1,9003,1,3,130,1,130,0,0,0,1,0,6,0,NA,0,16.2,"Dropout"
"2686",1,2,9119,1,1,126,1,NA,1,0,0,1,0,5,5,5,3,8.9,"Enrolled"
"2687",1,NA,9147,1,1,130,1,115.7,0,0,NA,1,0,5,5,5,3,8.9,"Enrolled"
"2688",1,NA,9119,1,1,140,1,120,0,0,1,1,0,4,0,5,0,12.7,"Dropout"
"2689",1,1,9119,1,1,140,1,166,1,0,1,1,0,5,0,5,NA,9.4,"Enrolled"
"2690",1,1,9773,1,1,145,1,132.8,1,0,0,1,0,6,2,6,0,10.8,"Dropout"
"2691",1,1,9147,NA,1,133.1,1,100,0,0,0,1,0,5,4,5,2,16.2,"Dropout"
"2692",1,1,9147,1,1,127,1,121.8,0,0,0,NA,0,5,5,5,4,16.2,"Graduate"
"2693",1,4,NA,1,1,114,1,109.5,1,0,0,1,1,5,5,5,4,NA,"Graduate"
"2694",1,1,9003,1,NA,140,1,138.3,0,0,0,1,NA,6,NA,6,6,NA,"Graduate"
"2695",1,2,9773,1,1,140,1,131.6,0,0,0,NA,1,6,NA,6,6,16.2,"Graduate"
"2696",1,NA,NA,1,1,120,1,125.3,NA,NA,1,1,0,7,4,7,NA,12.4,"Enrolled"
"2697",1,1,9254,1,19,NA,1,101.5,0,0,1,1,0,6,0,6,0,15.5,"Dropout"
"2698",1,1,9670,1,1,115,1,109.1,0,0,NA,1,0,6,4,6,4,11.1,"Enrolled"
"2699",1,1,9070,NA,39,123.9,1,123.9,0,0,0,1,0,7,5,9,8,16.2,"Dropout"
"2700",1,1,9500,1,1,157,1,143,0,0,0,1,0,8,7,8,7,12.7,"Graduate"
"2701",1,1,NA,1,1,127,1,126.3,1,0,1,1,0,0,0,0,0,16.2,"Dropout"
"2702",NA,1,9003,1,1,120,1,113.3,0,NA,0,1,0,6,1,6,0,12.4,"Dropout"
"2703",1,1,9119,1,1,130,1,119.9,1,0,1,1,NA,NA,0,5,0,9.4,"Dropout"
"2704",1,1,9003,1,NA,140,1,140,0,0,0,1,NA,6,3,6,4,15.5,"Dropout"
"2705",1,1,9670,1,1,NA,NA,108,0,NA,0,1,0,5,0,5,NA,7.6,"Enrolled"
"2706",1,2,9147,1,1,143,NA,100,1,0,NA,1,0,5,3,5,1,9.4,"Dropout"
"2707",1,1,9130,1,1,125,1,NA,0,0,0,1,0,5,4,5,5,7.6,"Graduate"
"2708",1,1,9147,1,NA,136,1,137.1,0,0,0,1,0,5,0,5,0,12.7,"Dropout"
"2709",1,3,9070,1,1,157,1,138.1,1,0,0,0,0,6,6,6,6,10.8,"Graduate"
"2710",4,1,9556,1,1,160,1,130,0,NA,0,0,NA,7,7,8,7,12.7,"Enrolled"
"2711",1,1,9254,NA,1,116,1,109.7,1,NA,0,0,0,6,5,6,6,11.1,"Graduate"
"2712",NA,1,8014,0,1,113,1,128.2,0,0,0,0,0,NA,0,6,0,9.4,"Dropout"
"2713",1,2,9147,1,1,130,1,117.8,NA,0,1,0,1,NA,2,5,0,12.7,"Dropout"
"2714",1,1,9130,1,1,150,1,150,1,0,0,0,0,6,6,6,5,13.9,"Graduate"
"2715",1,1,9085,1,1,110,1,160,1,0,1,0,0,6,6,6,6,NA,"Dropout"
"2716",1,5,9500,1,1,101,1,104.5,NA,0,0,0,1,7,5,8,NA,11.1,"Graduate"
"2717",2,2,9556,1,1,110,1,NA,NA,0,0,0,1,7,0,8,0,10.8,"Enrolled"
