"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
1,1,9500,1,1,110,1,126,1,0,0,1,0,7,7,7,7,NA,"Enrolled"
1,1,9238,1,1,122,1,112.6,1,0,0,1,0,6,6,6,6,12.7,"Graduate"
2,1,9119,1,1,110,1,106.8,0,0,0,1,0,5,1,5,0,8.9,"Dropout"
1,NA,9119,NA,1,129,1,121.6,1,0,0,1,0,5,0,5,NA,7.6,"Enrolled"
2,1,9991,0,1,110,1,120,NA,0,0,1,0,NA,2,5,3,9.4,"Dropout"
1,1,171,NA,1,170,1,160.6,1,0,0,1,1,NA,0,0,0,12.7,"Graduate"
2,1,9070,1,12,110,1,130,0,NA,1,1,1,6,0,6,0,15.5,"Dropout"
1,5,8014,0,NA,110,1,110,0,NA,0,1,0,6,0,5,0,7.6,"Dropout"
1,1,9003,1,1,133.1,NA,110,1,NA,0,NA,0,NA,0,6,0,16.2,"Dropout"
1,1,9003,1,1,133.1,1,145.8,0,0,0,1,0,6,5,6,5,12.4,"Graduate"
1,6,171,1,1,126,1,130.2,1,0,0,1,1,0,0,0,NA,9.4,"Dropout"
1,1,9670,1,1,NA,1,122.3,0,0,0,NA,1,6,6,6,6,12.4,"Graduate"
1,4,NA,1,1,117,1,125.4,1,0,0,1,1,6,6,6,6,11.1,"Graduate"
1,1,9991,0,1,100,1,NA,0,0,0,1,0,5,4,8,5,NA,"Dropout"
1,1,9130,1,1,120,NA,150,0,0,0,1,0,6,0,6,0,12.4,"Dropout"
1,5,9119,1,1,126,1,116.9,1,0,1,1,0,NA,NA,6,3,11.1,"Dropout"
1,1,9119,NA,1,122,NA,114.7,0,0,0,1,0,5,5,5,5,11.1,"Enrolled"
1,1,9003,1,1,111,1,95.8,1,0,0,1,0,6,0,6,0,15.5,"Dropout"
1,4,9119,NA,1,139,1,133.1,1,NA,0,1,0,5,NA,5,3,7.6,"Enrolled"
1,1,NA,1,1,150,1,NA,0,0,0,NA,0,18,18,NA,12,15.5,"Graduate"
NA,2,9991,0,1,116,1,118.5,0,0,0,1,0,5,4,5,5,7.6,"Graduate"
1,1,9500,NA,1,130,1,131.1,0,0,0,1,0,7,7,9,NA,12.4,"Graduate"
1,1,9085,1,42,NA,1,150.3,1,0,0,1,1,NA,9,9,7,NA,"Graduate"
1,1,9670,1,1,132,1,120.5,0,0,0,1,0,NA,4,6,4,13.9,"Enrolled"
NA,1,NA,1,NA,108,NA,105.6,1,0,0,1,0,5,5,5,NA,12.4,"Graduate"
1,NA,9670,1,1,133.1,1,125.3,0,1,0,1,1,6,0,NA,0,12.4,"Dropout"
4,1,9254,1,1,120,1,131,1,0,0,1,0,NA,6,6,6,12.4,"Graduate"
1,1,9500,1,1,146,1,127,0,0,0,1,NA,8,7,8,7,12.7,"Graduate"
1,1,9130,1,39,150,1,150,1,0,0,1,0,18,12,NA,10,16.2,"Graduate"
1,NA,9130,NA,1,160,1,149.2,0,0,0,1,0,5,NA,5,5,7.6,"Graduate"
1,1,9670,1,1,NA,1,121.5,1,0,0,1,1,6,NA,6,5,12.7,"Graduate"
1,2,9085,1,1,125,1,137.3,0,0,0,1,NA,6,0,6,0,7.6,"Dropout"
1,4,9670,NA,1,122,NA,119.6,1,0,0,1,0,6,NA,6,6,11.1,"Graduate"
1,1,171,NA,1,138,1,141.5,0,0,0,1,0,NA,0,0,0,7.6,"Graduate"
1,1,NA,1,39,NA,1,150,1,0,0,1,0,6,4,6,4,16.2,"Dropout"
1,1,9003,1,1,140,1,110,0,0,NA,1,0,6,6,6,6,16.2,"Graduate"
1,5,9254,1,1,113,1,110.2,1,0,0,1,NA,6,NA,6,2,9.4,"Dropout"
1,NA,9119,1,1,139,1,110.3,0,0,1,1,0,5,1,5,1,8.9,"Enrolled"
NA,1,9773,1,1,133.1,1,120,0,0,0,1,0,4,0,5,0,9.4,"Dropout"
1,5,9147,1,1,118,1,114.2,1,0,0,1,0,5,3,5,5,12.4,"Graduate"
1,1,9119,1,39,140,NA,140,1,0,0,1,0,5,0,NA,2,10.8,"Enrolled"
1,1,9003,1,1,144,1,132.8,NA,0,0,1,1,6,4,NA,4,NA,"Enrolled"
1,1,9773,1,1,125,1,121.5,1,0,0,NA,0,6,6,6,6,8.9,"Graduate"
1,NA,171,1,1,131,1,NA,1,0,1,1,0,17,13,17,11,NA,"Enrolled"
1,1,9130,1,1,131,NA,128.2,1,0,0,1,0,NA,NA,6,6,12.4,"Graduate"
1,1,9773,1,1,140,1,133.4,1,0,0,NA,0,6,NA,6,5,11.1,"Enrolled"
1,1,9130,1,1,NA,1,120,1,0,0,1,0,5,NA,5,3,10.8,"Dropout"
NA,1,9003,1,1,140,1,140,0,0,0,1,0,6,6,6,5,NA,"Enrolled"
1,5,171,NA,1,139,1,136.9,1,NA,0,1,1,0,0,0,0,9.4,"Graduate"
1,3,171,1,1,125,1,117,1,1,0,1,0,NA,0,0,0,10.8,"Enrolled"
1,2,9670,1,1,NA,1,110.7,1,0,0,1,0,6,NA,NA,6,11.1,"Enrolled"
NA,1,9130,1,1,150,1,160,1,0,0,1,0,5,4,5,3,9.4,"Enrolled"
1,1,9670,1,1,95,1,95,0,0,NA,1,0,6,4,6,5,12.7,"Dropout"
1,1,9147,1,1,150,1,148.8,0,0,0,1,1,5,4,5,4,12.7,"Graduate"
NA,1,9147,1,1,120,NA,NA,0,NA,0,1,0,5,0,5,0,9.4,"Dropout"
1,1,9991,0,1,NA,1,133.9,0,0,0,NA,0,12,8,8,3,7.6,"Dropout"
1,1,9130,1,NA,133,1,125.7,1,0,0,1,1,6,6,6,6,12.4,"Graduate"
1,1,NA,1,1,125,1,116.6,0,0,0,1,1,6,5,6,6,16.2,"Graduate"
NA,3,9070,1,1,NA,1,141,1,NA,0,1,1,6,NA,6,6,12.4,"Graduate"
1,1,9119,NA,40,130,1,130,0,0,0,1,0,6,6,5,5,11.1,"Dropout"
1,1,9003,1,NA,130,NA,130,0,0,NA,1,0,12,10,12,9,8.9,"Enrolled"
1,1,9119,1,1,NA,1,115.8,0,0,0,1,0,NA,4,5,0,13.9,"Enrolled"
1,NA,9070,1,39,140,1,140,1,0,NA,NA,0,6,6,6,6,12.4,"Graduate"
1,5,9773,1,1,125,1,126.1,1,0,NA,1,0,6,5,6,3,9.4,"Enrolled"
NA,1,171,1,1,135,1,137.5,1,0,1,1,NA,0,0,0,0,12.7,"Graduate"
1,4,9147,1,NA,132,NA,120.8,1,0,0,1,1,5,4,5,2,11.1,"Dropout"
1,2,9238,1,NA,110,1,136.5,0,0,0,1,0,5,0,5,0,13.9,"Dropout"
2,1,9003,1,1,130,1,122,0,0,1,1,0,10,6,7,4,15.5,"Dropout"
1,1,9003,1,1,130,1,130,0,0,0,NA,0,14,8,13,10,15.5,"Dropout"
1,NA,9147,NA,1,135,1,126.3,0,0,0,NA,NA,5,2,5,3,8.9,"Enrolled"
1,NA,9254,1,1,133.1,1,98,0,0,0,NA,0,6,0,6,0,10.8,"Dropout"
1,3,9147,1,1,135,1,121,1,0,0,1,1,5,5,5,5,13.9,"Graduate"
1,1,9773,NA,1,128,1,NA,1,0,0,1,0,6,3,6,3,15.5,"Enrolled"
1,1,9003,1,1,140,1,130,0,NA,0,1,0,6,0,6,0,16.2,"Dropout"
1,2,NA,1,1,135,NA,136.1,1,0,0,1,0,6,5,6,5,8.9,"Enrolled"
1,2,9773,1,1,131,1,132.8,1,0,NA,1,0,6,6,6,6,13.9,"Graduate"
1,1,9500,1,1,131,1,126.3,0,0,0,1,0,7,7,8,8,16.2,"Graduate"
4,1,8014,0,19,100,1,NA,0,0,NA,1,0,8,4,8,4,10.8,"Dropout"
2,1,9991,NA,1,140,NA,118.2,0,0,NA,1,0,5,5,5,5,7.6,"Graduate"
1,1,9147,1,1,124,1,115.6,NA,0,0,1,NA,5,NA,NA,NA,9.4,"Dropout"
1,1,9500,1,1,130,1,NA,1,NA,0,1,0,8,7,NA,7,10.8,"Graduate"
1,1,NA,1,1,142,1,127,0,0,NA,1,NA,7,4,7,4,NA,"Dropout"
2,1,8014,0,1,150,1,140,0,0,0,1,0,NA,6,6,6,9.4,"Graduate"
2,1,171,1,12,110,1,106,1,NA,0,NA,0,0,0,0,0,7.6,"Graduate"
NA,1,9500,1,19,NA,1,151,0,0,1,NA,0,7,0,8,0,NA,"Dropout"
1,1,9991,0,1,112,1,106.4,0,NA,NA,1,0,5,0,5,0,8.9,"Dropout"
2,1,9991,0,1,100,1,NA,1,NA,0,1,0,NA,4,5,3,7.6,"Dropout"
1,1,9119,1,3,130,1,130,0,0,0,1,0,5,0,5,0,10.8,"Dropout"
2,1,8014,0,1,NA,NA,NA,0,NA,0,0,0,6,4,6,0,10.8,"Dropout"
2,2,9991,0,NA,150,1,120,0,0,0,0,0,5,3,5,4,NA,"Enrolled"
2,2,8014,0,NA,100,1,NA,1,0,0,0,0,6,NA,6,3,7.6,"Graduate"
1,NA,9147,1,1,130,1,118.5,NA,0,0,NA,0,NA,8,10,10,7.6,"Graduate"
1,2,9238,1,1,129,1,NA,1,NA,0,1,NA,6,0,5,0,9.4,"Dropout"
1,2,9070,1,1,127,1,119.3,1,1,0,NA,1,6,4,6,4,12.7,"Dropout"
1,1,9991,0,1,140,1,135.8,1,0,0,1,0,15,15,NA,14,9.4,"Graduate"
NA,1,NA,1,NA,130,1,130,1,0,0,1,1,NA,11,11,11,NA,"Graduate"
1,1,9003,1,1,133.1,6,129.8,0,0,0,1,0,7,7,6,5,8.9,"Enrolled"
1,1,9085,1,NA,140,1,NA,0,0,0,1,0,6,0,6,0,16.2,"Dropout"
2,1,9991,0,19,133.1,1,111.9,1,0,0,1,0,5,0,5,0,7.6,"Dropout"
1,1,9003,1,1,120,1,150.1,NA,0,NA,1,0,NA,6,6,5,13.9,"Graduate"
1,1,9003,1,1,133.1,1,130,0,0,0,1,0,3,0,4,0,16.2,"Dropout"
1,2,9119,NA,1,120,1,128,0,0,0,1,0,2,NA,2,0,7.6,"Dropout"
1,2,9147,1,38,133.1,NA,NA,0,0,0,1,0,4,0,5,0,12.7,"Dropout"
1,NA,9991,0,1,133.1,1,102.5,0,NA,0,1,0,5,0,5,0,15.5,"Dropout"
2,2,9670,1,1,100,NA,110,0,0,0,1,1,5,5,NA,NA,9.4,"Graduate"
1,1,9003,NA,19,133.1,1,114,0,0,0,1,0,9,6,7,6,15.5,"Dropout"
1,1,9119,1,1,120,1,128.2,1,0,0,1,0,10,7,NA,5,9.4,"Dropout"
1,1,9773,1,1,128,NA,116.5,0,0,0,1,1,6,4,6,5,10.8,"Graduate"
1,1,9991,0,1,172,1,149.3,0,0,0,1,1,5,5,5,5,8.9,"Graduate"
1,NA,9773,1,1,NA,1,134.1,1,0,0,1,1,6,NA,6,6,NA,"Dropout"
1,4,9119,1,1,NA,1,126.6,1,0,0,NA,0,5,4,5,3,7.6,"Enrolled"
2,1,9085,NA,NA,160,1,120,0,0,0,1,0,5,0,5,3,NA,"Enrolled"
1,1,9119,1,1,150,1,133.5,NA,0,0,1,0,5,5,5,5,9.4,"Graduate"
1,1,NA,1,NA,130,1,NA,0,0,0,1,0,18,NA,12,12,15.5,"Graduate"
1,4,9119,NA,1,111,NA,107.5,1,0,0,1,1,NA,3,NA,3,11.1,"Dropout"
1,NA,9003,1,3,130,1,130,1,0,0,1,0,17,11,12,10,15.5,"Dropout"
1,1,9670,1,6,170,1,111.6,0,0,0,1,0,5,1,5,0,9.4,"Dropout"
NA,3,NA,1,1,133.1,1,NA,1,0,0,1,0,5,0,NA,0,8.9,"Dropout"
NA,1,8014,0,1,100,1,108.3,0,NA,0,1,0,6,5,6,3,NA,"Enrolled"
2,1,9670,NA,1,120,1,128.2,NA,0,NA,1,0,5,0,NA,1,9.4,"Dropout"
2,1,NA,1,3,110,1,150,0,0,NA,1,0,6,6,12,12,16.2,"Graduate"
1,1,9853,1,NA,NA,NA,142.8,0,0,0,1,0,6,0,6,0,7.6,"Dropout"
1,1,NA,NA,NA,NA,1,100,0,0,0,1,0,7,6,7,NA,16.2,"Enrolled"
1,1,9991,0,40,150,1,150,1,0,0,1,0,7,7,5,5,8.9,"Dropout"
2,1,9254,1,19,133.1,1,156.5,0,0,0,1,0,11,2,9,3,NA,"Graduate"
1,1,NA,1,19,NA,1,98.6,0,0,1,1,0,5,0,NA,0,12.4,"Dropout"
1,1,NA,0,3,130,1,130,0,NA,0,1,NA,9,9,5,5,12.7,"Dropout"
1,1,171,1,1,130,1,118.1,0,0,1,1,0,0,0,0,0,9.4,"Enrolled"
1,1,9003,1,1,100,1,120,0,0,1,1,0,7,4,NA,NA,15.5,"Dropout"
1,1,9085,1,1,142,1,127.7,1,0,0,1,0,5,5,5,4,12.7,"Graduate"
1,1,171,1,1,130,NA,130,0,0,0,1,0,12,12,11,11,8.9,"Enrolled"
1,1,9119,1,1,148,1,147.7,0,0,0,1,1,5,0,5,0,9.4,"Dropout"
1,1,9003,1,NA,NA,1,170,1,0,0,1,0,6,6,6,6,16.2,"Graduate"
1,1,NA,1,1,110,1,NA,0,0,0,1,NA,6,6,6,NA,NA,"Graduate"
1,1,9147,1,1,166,1,146.4,0,0,0,1,NA,5,3,NA,1,7.6,"Enrolled"
1,NA,9119,1,1,135,1,121,0,0,0,NA,0,5,0,5,0,12.4,"Dropout"
1,NA,9147,1,1,133,1,129.9,0,0,NA,NA,0,5,5,NA,5,12.4,"Graduate"
2,1,9773,1,1,133.1,1,NA,0,NA,0,1,0,6,4,6,0,15.5,"Dropout"
1,3,9254,1,1,121,1,NA,1,0,0,1,0,6,0,6,0,NA,"Dropout"
NA,1,171,1,1,159,1,165.7,1,0,0,1,0,0,0,NA,0,9.4,"Dropout"
1,NA,9254,1,1,130,1,122.7,1,0,NA,1,NA,NA,0,6,NA,8.9,"Dropout"
2,1,9991,NA,1,121,1,141.4,0,0,1,1,0,5,NA,5,4,10.8,"Dropout"
1,1,9130,1,19,133.1,1,156.4,1,0,NA,1,0,6,5,6,0,13.9,"Dropout"
1,NA,NA,NA,1,146,1,148.5,1,0,0,NA,0,5,NA,5,1,10.8,"Enrolled"
1,1,9003,1,39,140,1,140,0,0,0,1,1,6,5,6,NA,15.5,"Enrolled"
1,NA,9070,1,1,125,1,131.7,NA,0,0,1,0,6,4,9,3,12.4,"Dropout"
NA,2,9147,1,1,120,1,NA,1,NA,0,1,0,4,0,5,0,10.8,"Dropout"
1,NA,9130,1,39,150,1,150,1,0,0,1,0,6,5,6,2,13.9,"Enrolled"
2,1,9085,NA,19,110,1,110,0,0,0,1,0,5,0,5,0,12.7,"Dropout"
1,1,9670,1,1,120,1,129.1,1,0,0,1,0,6,4,6,3,10.8,"Dropout"
1,1,9003,1,1,133.1,1,120,0,0,NA,1,0,6,0,6,0,13.9,"Dropout"
1,1,9773,1,1,133.1,1,127,NA,NA,0,1,0,6,6,6,6,15.5,"Graduate"
2,1,8014,NA,19,NA,1,151.5,0,0,1,1,0,6,0,5,0,16.2,"Dropout"
1,2,9500,1,1,130,1,126.8,1,0,NA,1,1,23,20,NA,20,7.6,"Graduate"
1,1,9254,1,1,160,NA,NA,1,0,0,1,0,6,NA,6,5,7.6,"Enrolled"
1,1,NA,NA,1,NA,1,125.6,1,0,0,1,0,7,7,8,7,12.4,"Graduate"
1,2,9147,1,NA,140,1,127.8,1,0,0,1,0,5,3,5,3,9.4,"Dropout"
1,1,171,1,1,120,1,120,1,NA,0,1,NA,0,0,0,0,7.6,"Enrolled"
1,1,9070,1,1,140,1,131.3,0,0,0,1,1,6,6,6,5,12.4,"Graduate"
1,1,9991,0,12,120,1,155.7,0,0,0,1,0,5,NA,5,5,10.8,"Graduate"
1,1,9003,1,42,130,1,128.5,0,0,0,1,0,12,NA,NA,11,8.9,"Graduate"
2,1,9147,1,1,100,1,NA,0,0,0,1,NA,5,5,5,5,15.5,"Graduate"
2,1,NA,1,1,133.1,1,100,0,0,0,1,0,10,NA,7,NA,15.5,"Dropout"
4,NA,9670,1,1,110,1,107.2,0,0,0,1,0,6,NA,6,0,12.7,"Dropout"
1,NA,9147,1,1,147,1,139.3,1,0,0,NA,0,NA,0,5,0,NA,"Dropout"
1,6,9147,1,1,133,1,NA,NA,0,0,1,0,5,3,5,2,9.4,"Enrolled"
1,2,9254,1,1,137,1,122.3,1,0,0,1,1,6,6,6,6,8.9,"Graduate"
1,2,9773,1,1,124,1,127.9,1,0,0,1,NA,6,NA,6,4,9.4,"Enrolled"
1,NA,9147,1,1,NA,1,120.3,0,0,0,1,0,5,5,5,2,8.9,"Enrolled"
NA,1,8014,0,1,120,1,128.5,0,0,1,1,0,8,NA,10,NA,12.4,"Dropout"
2,1,9003,1,1,133.1,1,150,0,0,0,1,0,6,NA,6,5,13.9,"Graduate"
NA,1,9773,1,1,142,NA,NA,0,0,1,1,1,6,6,6,6,16.2,"Graduate"
1,1,9773,1,NA,100,1,128,1,0,0,1,0,6,NA,6,6,7.6,"Graduate"
1,1,171,1,1,NA,1,158.1,1,0,0,NA,1,0,0,NA,0,10.8,"Graduate"
2,2,8014,0,1,110,1,108.7,1,0,0,0,NA,6,6,6,6,9.4,"Graduate"
1,1,171,1,19,133.1,101,110,0,0,0,1,1,0,0,0,0,15.5,"Dropout"
1,1,9238,1,NA,NA,1,120,NA,1,1,0,0,6,2,6,1,16.2,"Dropout"
1,NA,9085,1,39,150,6,150,NA,0,0,0,0,6,6,6,NA,12.4,"Graduate"
2,1,8014,0,12,133.1,1,113,0,0,0,0,0,6,3,6,6,11.1,"Graduate"
1,NA,33,1,1,121,1,118.6,0,0,NA,0,0,21,20,14,14,8.9,"Graduate"
2,1,9500,1,1,133.1,1,148.8,0,0,0,0,1,7,6,8,7,12.4,"Graduate"
1,3,NA,1,1,122,1,120.3,1,0,0,0,0,6,0,6,0,10.8,"Dropout"
1,6,9500,1,NA,143,NA,127,1,0,0,0,1,8,7,8,7,NA,"Graduate"
1,1,9556,NA,1,123,1,113.8,1,0,0,NA,0,7,7,8,8,12.7,"Graduate"
1,1,8014,0,1,120,1,108,0,0,0,1,1,7,6,6,5,13.9,"Graduate"
1,1,171,NA,1,114,1,129.1,0,0,0,1,1,0,0,0,0,9.4,"Graduate"
1,1,9070,1,1,114,1,135.9,0,0,0,1,0,14,14,13,13,15.5,"Graduate"
1,2,NA,1,1,154.4,22,154.4,1,0,0,0,NA,6,5,NA,0,10.8,"Dropout"
1,1,NA,1,1,190,108,NA,1,NA,0,NA,0,7,4,7,5,12.4,"Enrolled"
NA,4,9500,1,1,136,1,NA,1,NA,0,NA,0,7,7,8,8,11.1,"Graduate"
1,2,9085,1,1,163.3,22,163.3,0,NA,NA,0,0,6,6,6,6,12.4,"Graduate"
1,1,9670,1,1,126,1,122.5,1,0,NA,0,NA,6,6,NA,5,8.9,"Dropout"
1,4,9119,1,1,122,62,121,NA,0,0,1,0,5,4,5,1,8.9,"Enrolled"
1,1,9070,1,1,137,1,NA,0,0,0,0,1,6,6,6,4,9.4,"Graduate"
NA,3,9500,1,1,139,1,135,1,0,0,0,1,8,7,8,7,NA,"Graduate"
1,1,9254,1,1,142,1,141.7,NA,0,0,0,NA,6,NA,6,6,13.9,"Graduate"
1,3,9773,1,1,133.1,1,131.3,1,0,0,0,1,6,6,6,NA,8.9,"Graduate"
1,6,9254,1,1,126,1,123.9,1,0,0,0,1,6,6,6,6,12.4,"Graduate"
1,2,9254,1,1,131,1,126.1,NA,0,0,0,0,NA,NA,6,6,8.9,"Graduate"
1,6,9500,1,1,131,1,126.5,1,0,0,0,1,7,7,8,NA,11.1,"Graduate"
1,1,9853,1,1,108,1,107.3,0,0,0,0,0,6,NA,NA,0,15.5,"Dropout"
1,4,NA,NA,1,133.1,NA,95,1,0,0,0,NA,6,6,6,0,15.5,"Dropout"
NA,2,9085,1,1,122,1,116.1,1,0,NA,0,0,6,6,6,NA,15.5,"Graduate"
1,4,9070,1,1,143,1,134.6,NA,0,0,0,1,6,6,6,NA,12.4,"Dropout"
1,6,9500,1,1,135,1,NA,1,0,0,0,1,7,7,8,8,11.1,"Graduate"
1,NA,NA,1,1,148,1,144.2,1,0,0,0,0,6,6,6,6,12.4,"Graduate"
NA,1,9147,1,1,134,1,NA,0,0,0,0,1,5,5,5,4,NA,"Graduate"
1,1,9773,1,1,122,1,116.8,1,0,NA,NA,0,6,NA,6,6,16.2,"Graduate"
1,1,9003,1,39,NA,1,160,0,NA,0,0,1,6,6,NA,6,16.2,"Graduate"
1,2,9238,1,1,126,1,127.1,1,0,0,0,1,6,3,6,6,NA,"Graduate"
1,1,9130,NA,1,NA,1,126.3,1,0,0,NA,1,6,6,6,6,8.9,"Enrolled"
1,NA,9238,NA,1,115,1,112.9,1,NA,0,0,NA,6,6,6,6,12.4,"Graduate"
1,2,9853,1,NA,141,NA,130.2,1,0,0,0,0,6,5,6,4,12.7,"Enrolled"
1,1,9130,1,1,100,41,100,NA,NA,0,0,0,5,5,5,5,9.4,"Enrolled"
1,1,9670,1,1,130,1,121.6,0,0,0,0,0,6,6,NA,6,12.4,"Graduate"
1,1,9670,1,1,130,26,130,NA,1,1,0,0,6,6,6,5,8.9,"Graduate"
1,1,9130,1,1,NA,1,121.7,1,0,0,0,1,5,4,5,5,10.8,"Graduate"
1,1,9147,NA,3,120,1,120,0,0,0,0,0,5,NA,5,0,12.4,"Dropout"
1,1,9853,1,1,148,1,143.5,0,NA,NA,0,NA,7,6,6,0,13.9,"Dropout"
1,2,9556,1,1,136,NA,128.3,0,0,0,NA,1,7,7,8,8,NA,"Graduate"
1,1,NA,1,NA,108,1,111.9,0,0,0,0,0,6,0,NA,0,8.9,"Dropout"
1,1,9003,1,39,140,1,140,0,0,0,0,0,6,3,6,4,15.5,"Enrolled"
1,3,9773,1,1,153,1,137.6,1,0,0,0,0,6,6,6,6,12.4,"Graduate"
1,1,9238,1,1,135,1,135,1,0,0,0,0,6,6,6,6,10.8,"Graduate"
1,5,9500,1,1,146,1,133.8,NA,NA,0,0,0,8,8,8,8,NA,"Graduate"
1,2,9773,1,1,130,1,126.9,1,0,0,1,1,6,6,6,6,9.4,"Graduate"
1,2,NA,1,1,NA,1,106.7,1,0,1,NA,1,6,2,6,0,13.9,"Dropout"
1,1,NA,0,1,NA,22,145.7,1,0,0,0,0,16,15,13,NA,13.9,"Graduate"
1,3,9070,1,1,145,1,153.1,1,NA,0,0,1,6,6,6,NA,12.7,"Enrolled"
1,1,8014,0,1,126,1,118.7,0,0,0,0,0,6,6,6,6,NA,"Graduate"
1,1,9991,0,1,160,1,161.8,1,0,NA,1,0,5,2,5,0,7.6,"Dropout"
1,NA,9119,1,1,134,1,124.9,1,0,1,1,0,5,3,5,3,8.9,"Enrolled"
1,1,9119,1,1,NA,1,150.8,1,0,0,1,NA,5,NA,5,2,7.6,"Enrolled"
1,1,9147,1,1,130,26,130,0,0,0,0,0,5,NA,5,NA,11.1,"Graduate"
1,2,171,1,1,165,1,163.6,1,0,0,0,0,0,0,0,0,12.4,"Enrolled"
1,1,9147,1,1,142,1,115,0,0,0,0,0,5,5,5,2,13.9,"Enrolled"
1,1,9773,1,1,156,1,136.8,1,0,0,0,0,6,6,6,6,11.1,"Dropout"
1,5,9853,NA,1,141,1,130.9,1,0,0,0,0,6,NA,6,5,7.6,"Graduate"
1,NA,9500,1,NA,143,1,127,1,0,0,0,0,8,8,8,8,9.4,"Graduate"
2,1,9500,1,19,NA,1,120,0,0,0,0,0,7,2,7,0,16.2,"Dropout"
1,1,9238,1,NA,133,1,126,0,0,0,0,NA,6,1,5,0,9.4,"Enrolled"
NA,1,9254,1,1,172,41,153.8,1,0,0,0,1,6,6,6,6,10.8,"Graduate"
1,1,9238,1,1,140,26,140,0,0,0,NA,0,6,6,6,6,11.1,"Graduate"
1,1,9500,1,1,142,1,136.6,0,0,0,NA,1,7,7,8,8,12.4,"Graduate"
1,NA,8014,0,1,140,1,105,NA,0,0,0,0,6,3,6,5,15.5,"Enrolled"
1,1,9147,1,12,133.1,1,139.4,0,NA,1,0,0,5,5,5,5,7.6,"Enrolled"
1,2,9773,1,1,148,1,140,1,0,0,0,1,6,6,6,6,NA,"Graduate"
1,4,9500,1,1,137,1,130.8,0,0,1,0,0,8,8,NA,8,9.4,"Graduate"
1,1,9500,1,1,143,1,NA,1,0,0,0,0,7,NA,8,8,11.1,"Graduate"
1,1,9238,1,1,133.1,1,110,0,0,1,0,0,6,6,6,6,NA,"Graduate"
1,4,9500,1,1,138,1,127.8,NA,0,0,0,0,7,6,7,6,7.6,"Graduate"
1,3,9773,1,1,138,1,134.2,1,0,0,0,1,6,6,6,6,11.1,"Graduate"
2,NA,8014,0,1,NA,1,143,0,0,0,0,NA,9,9,NA,7,12.7,"Graduate"
NA,NA,9085,1,39,120,1,120,1,0,1,0,0,6,4,6,3,16.2,"Dropout"
1,4,9254,1,1,110,NA,113.2,1,0,0,NA,0,6,2,6,1,10.8,"Dropout"
1,NA,9500,1,1,146,1,135.8,1,0,0,0,0,7,6,7,6,7.6,"Graduate"
1,1,9238,NA,NA,148,1,143.5,0,0,0,0,0,6,6,6,6,10.8,"Graduate"
1,1,9238,1,NA,145,NA,148.9,1,0,0,0,1,6,6,6,NA,10.8,"Graduate"
1,1,9003,1,1,133.1,1,115.6,NA,0,0,0,0,6,0,6,0,15.5,"Dropout"
1,1,9147,1,1,160,1,159.3,NA,0,0,0,0,5,5,5,5,7.6,"Graduate"
1,1,9991,0,NA,NA,1,138.5,0,0,0,0,0,5,4,5,4,12.7,"Enrolled"
1,1,9853,1,1,130,1,133.2,1,0,0,0,0,6,6,6,NA,7.6,"Graduate"
1,2,8014,0,NA,120,1,117.6,1,0,0,0,0,6,5,6,6,7.6,"Graduate"
1,2,9147,1,1,115,NA,108.7,1,0,0,0,0,5,3,5,NA,9.4,"Enrolled"
1,4,NA,1,NA,133.1,1,106,1,0,0,0,0,5,2,5,1,12.7,"Enrolled"
1,1,9853,1,1,120,1,122.6,0,0,0,0,0,6,3,6,2,12.7,"Dropout"
1,4,9853,1,NA,134,1,127.4,1,0,0,0,0,6,5,6,5,NA,"Enrolled"
NA,1,9003,1,1,133.1,NA,100,0,0,0,0,0,6,NA,6,0,11.1,"Dropout"
NA,1,9853,NA,1,133.1,1,NA,1,0,1,NA,NA,7,6,7,6,11.1,"Enrolled"
1,NA,9147,1,NA,130,NA,130,0,0,0,0,0,9,9,10,10,10.8,"Graduate"
1,NA,9556,1,1,120,1,122.8,0,0,0,0,0,7,6,8,8,13.9,"Dropout"
1,1,9147,1,1,115,1,115,1,0,0,0,0,5,2,5,1,9.4,"Enrolled"
1,1,9070,1,1,135,1,NA,0,0,0,0,1,6,6,6,NA,16.2,"Graduate"
1,1,9070,1,1,133.1,1,143,1,0,1,0,0,6,5,6,5,12.7,"Dropout"
NA,1,171,1,1,145,1,100,0,0,0,0,1,NA,0,0,0,13.9,"Dropout"
1,3,9085,NA,1,130,1,121.3,1,0,0,0,0,5,2,5,4,9.4,"Enrolled"
1,3,NA,1,1,118,1,121.2,1,0,0,0,0,6,5,6,5,7.6,"Enrolled"
1,3,9853,1,1,138,1,125.1,1,1,0,0,1,NA,6,6,5,12.7,"Dropout"
1,1,9254,1,1,122,1,NA,1,0,0,0,0,6,4,6,3,7.6,"Enrolled"
1,3,9238,1,1,126,1,120.8,1,0,0,0,0,6,6,6,6,12.4,"Graduate"
1,5,9085,1,1,NA,1,114,1,0,0,NA,0,5,0,5,NA,9.4,"Dropout"
